"Time","RDC","Exterieur","2 ème étage","Chambre 3","Buanderie","RDC sonde","RDC sonde Absolue"
2020-10-18 02:00:00,986,986,986,986,986,1023,988
2020-10-18 14:00:00,987,987,987,987,987,1024,989
2020-10-19 02:00:00,987,986,985,985,985,1022,987
2020-10-19 14:00:00,983,983,983,983,983,1019,985
2020-10-20 02:00:00,982,982,982,981,982,1017,982
2020-10-20 14:00:00,977,976,977,976,976,1013,978
2020-10-21 02:00:00,977,977,977,976,977,1013,979
2020-10-21 14:00:00,980,980,980,980,980,1017,982
2020-10-22 02:00:00,983,983,982,983,983,1019,985
2020-10-22 14:00:00,981,981,981,981,981,1017,983
2020-10-23 02:00:00,980,979,979,979,980,1016,982
2020-10-23 14:00:00,984,984,984,983,984,1021,986
2020-10-24 02:00:00,984,984,984,984,984,1021,986
2020-10-24 14:00:00,980,980,979,979,980,1016,982
2020-10-25 02:00:00,975,975,975,975,975,1011,977
2020-10-25 13:00:00,969,969,969,969,969,1006,972
2020-10-26 01:00:00,974,974,974,974,974,1011,977
2020-10-26 13:00:00,976,976,977,976,976,1013,978
2020-10-27 01:00:00,979,978,978,978,979,1015,980
2020-10-27 13:00:00,979,979,979,979,979,1016,981
2020-10-28 01:00:00,983,983,984,983,983,1020,986
2020-10-28 13:00:00,986,986,986,985,986,1022,988
2020-10-29 01:00:00,990,989,990,989,990,1026,991
2020-10-29 13:00:00,991,990,990,990,991,1027,993
2020-10-30 01:00:00,990,990,990,989,990,1026,992
2020-10-30 13:00:00,989,989,989,989,989,1027,992
2020-10-31 01:00:00,988,987,987,987,987,1024,989
2020-10-31 13:00:00,987,988,986,987,987,1024,990
2020-11-01 01:00:00,986,986,987,987,987,1023,989
2020-11-01 13:00:00,986,985,986,985,986,1022,988
2020-11-02 01:00:00,984,984,984,984,984,1021,986
2020-11-02 13:00:00,987,986,987,986,987,1023,989
2020-11-03 01:00:00,990,990,990,989,990,1027,992
2020-11-03 13:00:00,991,991,991,990,990,1027,993
2020-11-04 01:00:00,990,989,989,989,989,1026,991
2020-11-04 13:00:00,994,994,994,994,994,1031,996
2020-11-05 01:00:00,997,996,996,995,996,1032,998
2020-11-05 13:00:00,995,995,995,994,995,1032,997
2020-11-06 01:00:00,993,994,993,993,994,1030,995
2020-11-06 13:00:00,991,992,991,991,991,1028,993
2020-11-07 01:00:00,989,988,988,988,989,1025,991
2020-11-07 13:00:00,989,988,988,988,988,1025,991
2020-11-08 01:00:00,989,988,989,988,988,1025,991
2020-11-08 13:00:00,987,987,987,987,987,1024,989
2020-11-09 01:00:00,987,987,987,987,988,1024,989
2020-11-09 13:00:00,989,988,988,988,989,1025,991
2020-11-10 01:00:00,990,990,989,989,990,1026,991
2020-11-10 13:00:00,991,990,991,990,991,1027,993
2020-11-11 01:00:00,989,988,988,988,988,1025,990
2020-11-11 13:00:00,987,987,987,987,988,1024,990
2020-11-12 01:00:00,988,988,988,987,988,1025,990
2020-11-12 13:00:00,987,987,986,986,987,1023,989
2020-11-13 01:00:00,986,987,986,986,986,1024,989
2020-11-13 13:00:00,987,987,987,986,987,1024,989
2020-11-14 01:00:00,985,985,985,985,985,1021,987
2020-11-14 13:00:00,985,984,984,984,984,1021,986
2020-11-15 01:00:00,980,980,980,979,980,1016,982
2020-11-15 13:00:00,981,981,981,981,981,1018,983
2020-11-16 01:00:00,987,987,987,987,987,1023,989
2020-11-16 13:00:00,991,991,990,990,991,1027,993
2020-11-17 01:00:00,992,993,993,992,992,1029,995
2020-11-17 13:00:00,993,993,992,992,992,1029,995
2020-11-18 01:00:00,992,991,991,991,991,1028,993
2020-11-18 13:00:00,992,992,992,991,991,1029,994
2020-11-19 01:00:00,993,993,993,992,993,1030,995
2020-11-19 13:00:00,995,995,994,994,995,1031,996
2020-11-20 01:00:00,993,993,993,993,993,1030,995
2020-11-20 13:00:00,995,995,994,994,995,1031,996
2020-11-21 01:00:00,996,996,996,995,996,1033,998
2020-11-21 13:00:00,995,995,994,994,995,1032,997
2020-11-22 01:00:00,992,992,992,992,993,1029,994
2020-11-22 13:00:00,993,993,993,992,992,1030,995
2020-11-23 01:00:00,992,992,992,992,992,1028,994
2020-11-23 13:00:00,992,991,991,991,991,1028,993
2020-11-24 01:00:00,988,988,988,988,988,1024,990
2020-11-24 13:00:00,986,986,986,985,986,1023,988
2020-11-25 01:00:00,985,985,985,984,986,1022,987
2020-11-25 13:00:00,986,986,986,986,986,1023,988
2020-11-26 01:00:00,987,986,986,986,986,1022,988
2020-11-26 13:00:00,986,986,986,985,986,1022,988
2020-11-27 01:00:00,983,983,983,983,983,1019,985
2020-11-27 13:00:00,982,982,982,981,981,1018,984
2020-11-28 01:00:00,978,978,978,977,978,1014,980
2020-11-28 13:00:00,980,980,980,979,980,1016,982
2020-11-29 01:00:00,983,983,983,983,983,1019,985
2020-11-29 13:00:00,987,987,986,986,986,1023,989
2020-11-30 01:00:00,989,989,989,989,989,1026,991
2020-11-30 13:00:00,988,988,988,987,988,1024,990
2020-12-01 01:00:00,982,982,982,981,983,1018,984
2020-12-01 13:00:00,979,978,978,978,979,1014,980
2020-12-02 01:00:00,976,976,976,975,976,1012,978
2020-12-02 13:00:00,978,977,977,976,977,1013,979
2020-12-03 01:00:00,970,971,970,970,970,1006,972
2020-12-03 13:00:00,958,958,958,957,958,993,960
2020-12-04 01:00:00,955,955,955,954,955,990,957
2020-12-04 13:00:00,959,959,959,958,959,994,961
2020-12-05 01:00:00,963,963,962,962,963,998,965
2020-12-05 13:00:00,963,964,964,963,964,999,965
2020-12-06 01:00:00,964,964,964,964,964,1000,966
2020-12-06 13:00:00,965,964,965,964,965,1000,967
2020-12-07 01:00:00,966,966,966,965,966,1002,968
2020-12-07 13:00:00,963,963,963,962,963,999,965
2020-12-08 01:00:00,965,965,964,964,965,1000,966
2020-12-08 13:00:00,970,970,970,970,971,1006,972
2020-12-09 01:00:00,974,975,974,974,975,1011,976
2020-12-09 13:00:00,973,974,973,973,973,1009,975
2020-12-10 01:00:00,970,969,969,969,970,1005,971
2020-12-10 13:00:00,972,971,972,971,972,1007,973
2020-12-11 01:00:00,966,966,966,965,,1002,969
2020-12-11 13:00:00,963,963,963,962,,998,964
2020-12-12 01:00:00,966,966,966,966,,1002,968
2020-12-12 13:00:00,976,976,975,975,,1012,978
2020-12-13 01:00:00,979,978,978,978,,1015,980
2020-12-13 13:00:00,979,979,978,978,,1015,981
2020-12-14 01:00:00,980,979,979,979,,1016,982
2020-12-14 13:00:00,977,977,977,977,,1014,980
2020-12-15 01:00:00,979,979,978,978,,1015,981
2020-12-15 13:00:00,981,981,979,980,,1017,983
2020-12-16 01:00:00,982,981,981,981,,1018,984
2020-12-16 13:00:00,985,985,985,984,,1022,987
2020-12-17 01:00:00,988,988,988,988,,1025,991
2020-12-17 13:00:00,989,989,989,988,,1026,991
2020-12-18 01:00:00,988,988,989,988,,1025,990
2020-12-18 13:00:00,986,986,985,985,,1022,987
2020-12-19 01:00:00,984,984,984,985,,1021,986
2020-12-19 13:00:00,984,984,984,984,,1021,987
2020-12-20 01:00:00,986,986,986,986,,1023,989
2020-12-20 13:00:00,989,989,989,989,,1026,991
2020-12-21 01:00:00,989,989,988,988,,1025,990
2020-12-21 13:00:00,989,989,989,989,,1026,991
2020-12-22 01:00:00,990,990,990,990,,1028,993
2020-12-22 13:00:00,987,987,987,987,,1024,989
2020-12-23 01:00:00,984,984,985,984,,1021,986
2020-12-23 13:00:00,981,981,981,981,,1017,983
2020-12-24 01:00:00,982,982,981,982,,1019,985
2020-12-24 13:00:00,980,980,980,980,,1017,983
2020-12-25 01:00:00,982,982,982,982,,1018,984
2020-12-25 13:00:00,985,986,985,985,,1022,987
2020-12-26 01:00:00,988,989,988,988,,1025,991
2020-12-26 13:00:00,984,984,984,984,,1021,986
2020-12-27 01:00:00,967,967,967,967,,1002,969
2020-12-27 13:00:00,951,950,950,950,,985,952
2020-12-28 01:00:00,950,950,950,949,,985,952
2020-12-28 13:00:00,953,953,953,953,,988,955
2020-12-29 01:00:00,960,960,960,960,,996,962
2020-12-29 13:00:00,965,965,965,964,,1001,967
2020-12-30 01:00:00,971,970,970,970,,1007,973
2020-12-30 13:00:00,975,975,974,974,,1011,977
2020-12-31 01:00:00,971,971,971,971,,1007,973
2020-12-31 13:00:00,969,969,969,968,,1005,971
2021-01-01 01:00:00,971,971,971,970,,1006,972
2021-01-01 13:00:00,972,972,972,971,,1008,974
2021-01-02 01:00:00,970,971,970,970,,1006,972
2021-01-02 13:00:00,972,972,972,971,,1008,974
2021-01-03 01:00:00,974,974,974,973,,1010,976
2021-01-03 13:00:00,974,975,975,974,,1011,977
2021-01-04 01:00:00,972,972,972,972,,1008,974
2021-01-04 13:00:00,973,973,973,973,,1009,975
2021-01-05 01:00:00,974,974,974,973,,1010,976
2021-01-05 13:00:00,974,975,974,973,,1011,977
2021-01-06 01:00:00,977,978,977,977,,1013,979
2021-01-06 13:00:00,979,979,979,978,,1014,980
2021-01-07 01:00:00,979,978,979,979,,,
2021-01-07 13:00:00,980,979,978,979,,,
2021-01-08 01:00:00,979,979,979,979,,,
2021-01-08 13:00:00,980,980,980,979,,,
2021-01-09 01:00:00,979,980,980,979,,,
2021-01-09 13:00:00,980,980,980,979,,,
2021-01-10 01:00:00,981,980,980,980,,,
2021-01-10 13:00:00,983,983,983,983,,,
2021-01-11 01:00:00,986,986,986,985,,,
2021-01-11 13:00:00,988,988,988,988,,,
2021-01-12 01:00:00,988,988,988,987,,,
2020-07-11 02:00:00,,984,984,983,,1015,986
2020-07-11 14:00:00,,984,983,984,,1016,986
2020-07-12 02:00:00,,984,985,984,,1016,987
2020-07-12 14:00:00,,984,984,984,,1015,986
2020-07-13 02:00:00,,983,983,983,,1014,985

