"Time","Production chauffage"
2020-03-16 21:58:36,0
2020-03-16 21:58:36,0
2020-03-16 22:08:36,0
2020-03-17 01:02:47,0
2020-03-17 01:02:47,0
2020-03-17 01:16:48,0
2020-03-18 02:02:19,0
2020-03-18 02:02:19,0
2020-03-18 02:12:20,0
2020-03-19 05:01:58,0
2020-03-19 05:01:58,0
2020-03-19 05:18:59,0
2020-03-20 06:22:29,0
2020-03-20 06:22:29,0
2020-03-20 06:32:29,0
2020-03-21 07:22:59,0
2020-03-21 07:22:59,0
2020-03-21 07:34:00,0
2020-03-22 05:13:18,0
2020-03-22 05:13:18,0
2020-03-22 05:23:19,0
2020-03-23 02:06:35,0
2020-03-23 02:06:35,0
2020-03-23 02:17:35,0
2020-03-23 23:47:52,0
2020-03-23 23:47:52,0
2020-03-24 00:04:53,0
2020-03-24 01:12:57,0
2020-03-24 01:12:57,0
2020-03-24 01:23:58,0
2020-03-24 15:11:47,0
2020-03-24 15:11:47,0
2020-03-24 15:27:48,0
2020-03-25 01:06:23,0
2020-03-25 01:06:23,0
2020-03-25 01:17:24,0
2020-03-25 22:47:39,0
2020-03-25 22:47:39,0
2020-03-25 23:06:40,0
2020-03-26 01:09:47,0
2020-03-26 01:09:47,0
2020-03-26 01:17:47,0
2020-03-26 23:02:06,0
2020-03-26 23:02:06,0
2020-03-26 23:32:08,0
2020-03-27 01:05:13,0
2020-03-27 01:05:13,0
2020-03-27 01:18:14,0
2020-03-27 13:01:57,0
2020-03-27 13:01:57,0
2020-03-27 17:13:12,0
2020-03-28 01:08:55,0
2020-03-28 01:08:55,0
2020-03-28 01:18:56,0
2020-03-28 23:49:17,0
2020-03-28 23:49:17,0
2020-03-29 00:03:18,0
2020-03-29 01:00:22,0
2020-03-29 01:00:22,0
2020-03-29 01:10:22,0
2020-03-30 03:06:52,0
2020-03-30 03:06:52,0
2020-03-30 03:17:52,0
2020-03-30 20:19:54,0
2020-03-30 20:19:54,0
2020-03-31 01:41:13,0
2020-03-31 03:00:18,0
2020-03-31 03:00:18,0
2020-03-31 03:17:19,0
2020-03-31 14:25:59,0
2020-03-31 14:25:59,0
2020-03-31 15:04:01,0
2020-04-01 02:03:40,0
2020-04-01 02:03:40,0
2020-04-01 02:20:41,0
2020-04-01 15:05:27,0
2020-04-01 15:05:27,0
2020-04-01 15:11:27,0
2020-04-02 05:02:18,0
2020-04-02 05:02:18,0
2020-04-02 05:38:20,0
2020-04-02 22:43:21,0
2020-04-02 22:43:21,0
2020-04-02 23:24:23,0
2020-04-03 02:05:33,0
2020-04-03 02:05:33,0
2020-04-03 02:15:34,0
2020-04-04 02:31:01,0
2020-04-04 02:31:01,0
2020-04-04 02:41:02,0
2020-04-05 04:03:34,0
2020-04-05 04:03:34,0
2020-04-05 04:13:34,0
2020-04-06 04:26:01,0
2020-04-06 04:26:01,0
2020-04-06 04:39:02,0
2020-04-22 07:27:06,1
2020-04-22 07:29:06,0
2020-04-22 07:29:06,0
2020-05-02 10:07:52,0
2020-05-02 10:07:52,0
2020-05-02 10:14:52,0
2020-05-02 22:21:36,0
2020-05-02 22:21:36,0
2020-05-02 22:50:38,0
2020-05-03 02:03:49,0
2020-05-03 02:03:49,0
2020-05-03 02:10:50,0
2020-05-04 03:44:21,0
2020-05-04 03:44:21,0
2020-05-04 04:39:25,0
2020-06-11 07:47:00,0
2020-06-11 07:47:00,0
2020-08-01 16:53:28,0
2020-08-01 20:03:43,0
2020-08-02 09:58:01,0
2020-08-02 09:58:01,0
2020-09-27 17:22:40,0
2020-09-27 17:22:40,0
2020-09-27 21:39:55,0
2020-09-28 02:03:10,0
2020-09-28 02:03:10,0
2020-09-28 02:11:10,0
2020-09-29 03:43:46,0
2020-09-29 03:43:46,0
2020-09-29 03:52:46,0
2020-10-01 06:33:54,0
2020-10-01 06:33:54,0
2020-10-01 06:48:54,0
2020-10-05 11:49:05,0
2020-10-05 11:49:05,0
2020-10-05 12:35:08,0
2020-10-05 21:55:42,0
2020-10-05 21:55:42,0
2020-10-05 22:07:43,0
2020-10-06 02:05:58,0
2020-10-06 02:05:58,0
2020-10-06 02:14:58,0
2020-10-08 07:51:13,0
2020-10-08 07:51:13,0
2020-10-08 08:03:13,0
2020-10-09 09:56:47,1
2020-10-09 10:02:48,0
2020-10-09 10:02:48,0
2020-10-10 04:50:55,0
2020-10-10 04:50:55,0
2020-10-10 05:17:57,0
2020-10-11 07:35:34,0
2020-10-11 07:35:35,0
2020-10-11 07:48:53,0
2020-10-12 05:00:53,0
2020-10-12 05:00:53,0
2020-10-12 05:23:54,0
2020-10-12 21:57:54,0
2020-10-12 21:57:54,0
2020-10-12 22:17:55,0
2020-10-13 02:11:10,0
2020-10-13 02:11:10,0
2020-10-13 02:23:11,0
2020-10-13 20:58:19,0
2020-10-13 20:58:19,0
2020-10-13 21:27:19,0
2020-10-14 02:06:36,0
2020-10-14 02:06:36,0
2020-10-14 02:20:37,0
2020-10-15 01:08:01,1
2020-10-15 01:38:03,0
2020-10-15 01:38:03,0
2020-10-15 02:01:05,0
2020-10-15 02:01:05,0
2020-10-15 02:17:06,0
2020-10-15 18:03:04,0
2020-10-15 18:03:04,0
2020-10-16 01:31:31,0
2020-10-16 02:05:33,0
2020-10-16 02:05:33,0
2020-10-16 02:16:34,0
2020-10-16 22:41:49,0
2020-10-16 22:41:50,0
2020-10-16 23:01:51,0
2020-10-17 02:01:02,0
2020-10-17 02:01:02,0
2020-10-17 02:14:02,0
2020-10-18 00:14:22,0
2020-10-18 00:14:22,0
2020-10-18 00:30:23,0
2020-10-18 02:02:29,0
2020-10-18 02:02:29,0
2020-10-18 02:15:29,0
2020-10-19 03:34:01,0
2020-10-19 03:34:02,0
2020-10-19 03:46:02,0
2020-10-20 01:12:21,1
2020-10-20 01:43:22,0
2020-10-20 01:43:22,0
2020-10-20 02:01:24,0
2020-10-20 02:01:24,0
2020-10-20 02:20:25,0
2020-10-26 23:42:15,0
2020-10-26 23:42:16,0
2020-10-27 00:13:17,0
2020-10-27 01:10:21,0
2020-10-27 01:10:21,0
2020-10-27 01:20:21,0
2020-10-28 00:12:44,0
2020-10-28 00:12:44,0
2020-10-28 00:25:45,0
2020-10-28 01:04:47,0
2020-10-28 01:04:47,0
2020-10-28 01:17:48,0
2020-10-29 02:56:22,0
2020-10-29 02:56:22,0
2020-10-29 03:08:23,0
2020-10-30 03:08:52,0
2020-10-30 03:08:52,0
2020-10-30 03:20:53,0
2020-10-31 02:07:16,0
2020-10-31 02:07:16,0
2020-10-31 02:24:17,0
2020-11-01 00:34:39,1
2020-11-01 00:34:39,1
2020-11-01 01:05:41,0
2020-11-01 01:05:41,0
2020-11-01 01:26:42,0
2020-11-02 04:30:22,0
2020-11-02 04:30:22,0
2020-11-02 04:42:22,0
2020-11-04 06:29:16,0
2020-11-04 06:29:16,0
2020-11-04 07:10:18,0
2020-11-05 01:48:29,0
2020-11-05 01:48:29,0
2020-11-05 02:15:30,0
2020-11-06 00:59:54,1
2020-11-06 00:59:54,1
2020-11-06 01:25:56,0
2020-11-06 01:25:56,0
2020-11-06 01:35:56,0
2020-11-07 02:32:24,0
2020-11-07 02:32:24,0
2020-11-07 02:45:25,0
2020-11-07 22:58:42,0
2020-11-07 22:58:42,0
2020-11-07 23:16:43,0
2020-11-08 05:06:03,0
2020-11-08 05:06:03,0
2020-11-08 05:30:04,0
2020-11-09 00:27:14,0
2020-11-09 00:27:14,0
2020-11-09 00:37:15,0
2020-11-09 01:01:16,0
2020-11-09 01:01:16,0
2020-11-09 01:19:17,0
2020-11-09 23:02:37,0
2020-11-09 23:02:37,0
2020-11-09 23:21:38,0
2020-11-10 01:08:45,0
2020-11-10 01:08:45,0
2020-11-10 01:21:45,0
2020-11-10 13:07:28,0
2020-11-10 13:07:28,0
2020-11-11 01:50:15,0
2020-11-11 01:50:15,0
2020-11-11 02:12:16,0
2020-11-11 17:13:11,1
2020-11-11 17:25:12,0
2020-11-11 17:25:12,0
2020-11-12 01:24:41,0
2020-11-12 01:24:41,0
2020-11-12 01:49:43,0
2020-11-12 23:48:12,1
2020-11-13 00:40:15,0
2020-11-13 00:40:15,0
2020-11-13 01:02:16,0
2020-11-13 01:02:16,0
2020-11-13 01:13:17,0
2020-11-13 22:48:36,0
2020-11-13 22:48:36,0
2020-11-13 23:08:37,0
2020-11-14 01:04:44,0
2020-11-14 01:04:44,0
2020-11-14 01:17:45,0
2020-11-15 00:19:13,0
2020-11-15 00:19:13,0
2020-11-15 00:37:14,0
2020-11-15 01:13:16,0
2020-11-15 01:13:16,0
2020-11-15 01:29:17,0
2020-11-16 03:14:52,0
2020-11-16 03:14:52,0
2020-11-16 03:26:53,0
2020-11-16 22:55:07,0
2020-11-16 22:55:07,0
2020-11-16 23:15:08,0
2020-11-17 01:10:15,0
2020-11-17 01:10:15,0
2020-11-17 01:24:16,0
2020-11-17 13:41:02,0
2020-11-17 13:41:02,0
2020-11-18 00:36:42,0
2020-11-18 01:11:44,0
2020-11-18 01:11:44,0
2020-11-18 01:28:45,0
2020-11-19 00:46:42,1
2020-11-19 00:46:42,1
2020-11-19 02:46:49,0
2020-11-19 02:46:49,0
2020-11-19 03:05:50,0
2020-11-19 13:24:29,0
2020-11-19 13:24:29,0
2020-11-19 18:08:47,0
2020-11-20 01:01:13,0
2020-11-20 01:01:13,0
2020-11-20 01:14:13,0
2020-11-20 19:07:21,0
2020-11-20 19:07:21,0
2020-11-20 19:27:22,0
2020-11-21 01:04:43,0
2020-11-21 01:04:43,0
2020-11-21 01:25:44,0
2020-11-21 23:57:08,0
2020-11-21 23:57:08,0
2020-11-22 00:32:10,0
2020-11-22 01:12:13,0
2020-11-22 01:12:13,0
2020-11-22 01:31:14,0
2020-11-22 20:37:25,1
2020-11-23 00:37:40,0
2020-11-23 00:37:40,0
2020-11-23 01:07:42,0
2020-11-23 01:07:42,0
2020-11-23 01:23:43,0
2020-11-23 13:27:28,0
2020-11-23 13:27:28,0
2020-11-23 14:00:30,0
2020-11-24 01:05:10,0
2020-11-24 01:05:10,0
2020-11-24 01:15:11,0
2020-11-24 16:26:07,0
2020-11-24 16:26:07,0
2020-11-24 16:47:08,0
2020-11-25 01:05:38,0
2020-11-25 01:05:38,0
2020-11-25 01:21:39,0
2020-11-25 14:16:26,0
2020-11-25 14:16:26,0
2020-11-25 14:49:28,0
2020-11-26 01:04:06,0
2020-11-26 01:04:06,0
2020-11-26 01:14:06,0
2020-11-26 15:21:58,0
2020-11-26 15:21:58,0
2020-11-26 15:40:59,0
2020-11-27 01:01:33,0
2020-11-27 01:01:33,0
2020-11-27 01:15:34,0
2020-11-27 13:14:18,0
2020-11-27 13:14:18,0
2020-11-27 13:24:19,0
2020-11-28 01:23:03,0
2020-11-28 01:23:03,0
2020-11-28 01:36:03,0
2020-11-28 13:13:46,0
2020-11-28 13:13:46,0
2020-11-28 13:30:46,0
2020-11-29 01:06:58,0
2020-11-29 01:06:58,0
2020-11-29 01:19:59,0
2020-11-29 15:25:50,0
2020-11-29 15:25:50,0
2020-11-29 15:34:50,0
2020-11-30 01:10:25,0
2020-11-30 01:10:25,0
2020-11-30 01:18:26,0
2020-11-30 15:31:17,0
2020-11-30 15:31:17,0
2020-11-30 15:45:18,0
2020-12-01 01:06:52,0
2020-12-01 01:06:52,0
2020-12-01 01:17:53,0
2020-12-01 13:04:36,0
2020-12-01 13:04:36,0
2020-12-01 13:14:37,0
2020-12-02 01:15:21,0
2020-12-02 01:15:21,0
2020-12-02 01:29:22,0
2020-12-02 19:08:25,0
2020-12-02 19:08:25,0
2020-12-02 19:35:27,0
2020-12-03 01:11:47,0
2020-12-03 01:11:47,0
2020-12-03 01:33:49,0
2020-12-03 18:10:49,0
2020-12-03 18:10:49,0
2020-12-03 18:44:51,0
2020-12-04 01:01:14,0
2020-12-04 01:01:14,0
2020-12-04 01:10:14,0
2020-12-04 13:02:57,0
2020-12-04 13:02:57,0
2020-12-04 13:12:58,0
2020-12-05 01:11:22,0
2020-12-05 01:11:22,0
2020-12-05 01:29:23,0
2020-12-05 13:13:05,0
2020-12-05 13:13:05,0
2020-12-05 13:28:06,0
2020-12-06 01:08:47,0
2020-12-06 01:08:47,0
2020-12-06 01:26:49,0
2020-12-06 21:15:03,0
2020-12-06 21:15:03,0
2020-12-06 22:10:06,0
2020-12-07 01:04:17,0
2020-12-07 01:04:17,0
2020-12-07 01:21:18,0
2020-12-07 17:19:17,0
2020-12-07 17:19:17,0
2020-12-07 17:28:17,0
2020-12-08 01:17:45,0
2020-12-08 01:17:45,0
2020-12-08 01:38:46,0
2020-12-08 22:37:03,0
2020-12-08 22:37:03,0
2020-12-08 23:07:05,0
2020-12-09 01:03:12,0
2020-12-09 01:03:12,0
2020-12-09 01:16:13,0
2020-12-09 17:04:10,0
2020-12-09 17:04:10,0
2020-12-09 18:42:16,0
2020-12-10 01:25:41,0
2020-12-10 01:25:41,0
2020-12-10 04:19:51,0
2020-12-10 13:11:24,0
2020-12-10 13:11:24,0
2020-12-10 13:24:24,0
2020-12-11 01:19:04,0
2020-12-11 01:19:04,0
2020-12-11 02:32:08,0
2020-12-11 13:11:48,0
2020-12-11 13:11:48,0
2020-12-11 13:26:48,0
2020-12-12 01:11:32,0
2020-12-12 01:11:32,0
2020-12-12 01:35:34,0
2020-12-12 13:01:16,0
2020-12-12 13:01:16,0
2020-12-12 13:16:17,0
2020-12-13 01:14:01,0
2020-12-13 01:14:01,0
2020-12-13 01:31:03,0
2020-12-13 13:06:46,0
2020-12-13 13:06:46,0
2020-12-13 13:20:47,0
2020-12-14 01:03:31,0
2020-12-14 01:03:31,0
2020-12-14 01:15:31,0
2020-12-14 16:12:28,0
2020-12-14 16:12:28,0
2020-12-14 16:31:30,0
2020-12-15 01:07:03,0
2020-12-15 01:07:03,0
2020-12-15 01:21:03,0
2020-12-15 15:23:57,0
2020-12-15 15:23:57,0
2020-12-15 15:50:59,0
2020-12-16 01:10:34,0
2020-12-16 01:10:34,0
2020-12-16 01:21:35,0
2020-12-16 14:59:27,0
2020-12-16 14:59:27,0
2020-12-16 15:12:28,0
2020-12-17 01:09:18,0
2020-12-17 01:09:18,0
2020-12-17 01:20:19,0
2020-12-17 13:20:05,0
2020-12-17 13:20:05,0
2020-12-17 13:40:06,0
2020-12-18 01:01:49,0
2020-12-18 01:01:49,0
2020-12-18 01:09:49,0
2020-12-18 16:48:49,0
2020-12-18 16:48:49,0
2020-12-18 17:06:50,0
2020-12-19 01:02:19,0
2020-12-19 01:02:19,0
2020-12-19 01:11:20,0
2020-12-19 16:05:16,0
2020-12-19 16:05:17,0
2020-12-19 16:19:17,0
2020-12-20 01:02:51,0
2020-12-20 01:02:51,0
2020-12-20 01:10:51,0
2020-12-20 20:34:04,0
2020-12-20 20:34:04,0
2020-12-20 20:50:05,0
2020-12-21 01:08:21,0
2020-12-21 01:08:21,0
2020-12-21 01:18:22,0
2020-12-21 18:12:25,0
2020-12-21 18:12:26,0
2020-12-21 18:18:26,0
2020-12-22 01:04:52,0
2020-12-22 01:04:52,0
2020-12-22 01:18:53,0
2020-12-22 14:36:43,0
2020-12-22 14:36:43,0
2020-12-22 14:50:44,0
2020-12-23 01:05:21,0
2020-12-23 01:05:22,0
2020-12-23 01:14:22,0
2020-12-23 13:09:08,0
2020-12-23 13:09:08,0
2020-12-23 13:25:09,0
2020-12-24 01:02:53,0
2020-12-24 01:02:53,0
2020-12-24 01:12:54,0
2020-12-24 15:54:46,0
2020-12-24 15:54:46,0
2020-12-24 16:08:47,0
2020-12-25 02:04:47,0
2020-12-25 02:04:47,0
2020-12-25 02:23:48,0
2020-12-25 13:04:28,0
2020-12-25 13:04:28,0
2020-12-25 13:22:29,0
2020-12-26 01:01:14,0
2020-12-26 01:01:14,0
2020-12-26 01:23:19,0
2020-12-26 13:02:00,0
2020-12-26 13:02:00,0
2020-12-26 13:20:01,0
2020-12-27 08:05:12,0
2020-12-27 08:05:12,0
2020-12-27 09:12:16,0
2020-12-27 13:04:31,0
2020-12-27 13:04:31,0
2020-12-27 13:12:32,0
2020-12-28 01:03:17,0
2020-12-28 01:03:17,0
2020-12-28 01:14:18,0
2020-12-28 13:09:03,0
2020-12-28 13:09:03,0
2020-12-28 13:40:05,0
2020-12-29 01:04:48,0
2020-12-29 01:04:48,0
2020-12-29 01:22:49,0
2020-12-29 13:57:36,0
2020-12-29 13:57:36,0
2020-12-29 14:12:38,0
2020-12-30 01:05:19,0
2020-12-30 01:05:19,0
2020-12-30 01:15:20,0
2020-12-30 17:23:22,0
2020-12-30 17:23:22,0
2020-12-30 18:01:24,0
2020-12-31 01:16:51,0
2020-12-31 01:16:51,0
2020-12-31 01:37:52,0
2020-12-31 13:04:35,0
2020-12-31 13:04:35,0
2020-12-31 13:13:36,0
2021-01-01 04:12:32,0
2021-01-01 04:12:32,0
2021-01-01 04:38:34,0
2021-01-01 13:00:05,0
2021-01-01 13:00:06,0
2021-01-01 13:15:07,0
2021-01-02 01:00:51,0
2021-01-02 01:00:51,0
2021-01-02 01:20:52,0
2021-01-02 13:02:36,0
2021-01-02 13:02:36,0
2021-01-02 13:15:37,0
2021-01-03 01:02:21,0
2021-01-03 01:02:21,0
2021-01-03 01:25:22,0
2021-01-03 13:33:08,0
2021-01-03 13:33:08,0
2021-01-03 14:24:11,0
2021-01-04 01:01:51,0
2021-01-04 01:01:51,0
2021-01-04 01:22:53,0
2021-01-04 13:09:37,0
2021-01-04 13:09:37,0
2021-01-04 13:22:38,0
2021-01-05 01:18:23,0
2021-01-05 01:18:23,0
2021-01-05 01:45:24,0
2021-01-05 13:32:09,0
2021-01-05 13:32:09,0
2021-01-05 13:40:09,0
2021-01-06 01:11:53,0
2021-01-06 01:11:53,0
2021-01-06 01:39:55,0
2021-01-06 13:12:39,0
2021-01-06 13:12:39,0
2021-01-06 13:18:40,0
2021-01-07 01:04:24,0
2021-01-07 01:04:24,0
2021-01-07 01:27:25,0
2021-01-07 13:04:09,0
2021-01-07 13:04:09,0
2021-01-07 13:13:10,0
2021-01-08 01:18:56,0
2021-01-08 01:18:56,0
2021-01-08 01:50:58,0
2021-01-08 13:05:40,0
2021-01-08 13:05:40,0
2021-01-08 13:21:41,0
