"Time","Salon","2ème étage","Chambre 3","Chambre 2"
2020-11-18 01:00:00,673,950,1657,2047
2020-11-18 03:00:00,621,925,1678,1992
2020-11-18 05:00:00,569,906,1702,2237
2020-11-18 07:00:00,576,848,1135,1535
2020-11-18 09:00:00,541,508,571,634
2020-11-18 11:00:00,672,548,629,706
2020-11-18 13:00:00,561,645,933,1364
2020-11-18 15:00:00,739,671,1139,1570
2020-11-18 17:00:00,1008,857,983,1111
2020-11-18 19:00:00,1011,913,1062,1214
2020-11-18 21:00:00,1003,1102,1396,1795
2020-11-18 23:00:00,854,1125,1593,2110
2020-11-19 01:00:00,760,979,1726,2286
2020-11-19 03:00:00,726,911,1723,2397
2020-11-19 05:00:00,692,913,1712,2503
2020-11-19 07:00:00,784,1055,1485,1961
2020-11-19 09:00:00,815,1127,990,1088
2020-11-19 11:00:00,809,976,898,958
2020-11-19 13:00:00,821,1015,929,1021
2020-11-19 15:00:00,710,1001,868,904
2020-11-19 17:00:00,621,772,738,811
2020-11-19 19:00:00,791,733,884,908
2020-11-19 21:00:00,804,1034,1224,1442
2020-11-19 23:00:00,717,1105,1390,1776
2020-11-20 01:00:00,631,1020,1517,2104
2020-11-20 03:00:00,587,974,1372,2354
2020-11-20 05:00:00,576,953,1189,2498
2020-11-20 07:00:00,672,981,1194,2081
2020-11-20 09:00:00,643,837,834,1220
2020-11-20 11:00:00,710,619,674,934
2020-11-20 13:00:00,593,634,697,839
2020-11-20 15:00:00,595,494,543,594
2020-11-20 17:00:00,703,552,614,588
2020-11-20 19:00:00,770,698,792,778
2020-11-20 21:00:00,864,832,1105,1281
2020-11-20 23:00:00,813,984,1230,1508
2020-11-21 01:00:00,730,898,1288,1660
2020-11-21 03:00:00,668,835,1336,1861
2020-11-21 05:00:00,605,801,1359,2025
2020-11-21 07:00:00,684,807,822,1318
2020-11-21 09:00:00,868,691,755,958
2020-11-21 11:00:00,836,833,862,1026
2020-11-21 13:00:00,801,923,1017,1050
2020-11-21 15:00:00,950,924,1157,1083
2020-11-21 17:00:00,1146,1043,1034,1128
2020-11-21 19:00:00,1254,1167,1241,1465
2020-11-21 21:00:00,1051,1213,1542,1745
2020-11-21 23:00:00,822,1063,1565,1976
2020-11-22 01:00:00,676,896,1558,2181
2020-11-22 03:00:00,595,887,1523,2233
2020-11-22 05:00:00,543,847,1497,2301
2020-11-22 07:00:00,654,679,884,1458
2020-11-22 09:00:00,854,733,881,669
2020-11-22 11:00:00,893,797,930,1038
2020-11-22 13:00:00,833,919,1115,1034
2020-11-22 15:00:00,802,796,984,1063
2020-11-22 17:00:00,904,1019,873,1029
2020-11-22 19:00:00,1132,1046,1043,1374
2020-11-22 21:00:00,938,1179,1310,2044
2020-11-22 23:00:00,765,972,1389,2221
2020-11-23 01:00:00,658,856,1390,2383
2020-11-23 03:00:00,593,799,1392,2447
2020-11-23 05:00:00,546,776,1396,2470
2020-11-23 07:00:00,666,602,874,1270
2020-11-23 09:00:00,639,574,636,654
2020-11-23 11:00:00,701,543,597,604
2020-11-23 13:00:00,554,606,919,606
2020-11-23 15:00:00,634,537,1073,662
2020-11-23 17:00:00,908,675,778,825
2020-11-23 19:00:00,1016,879,940,1090
2020-11-23 21:00:00,982,978,1236,1602
2020-11-23 23:00:00,851,1047,1372,1810
2020-11-24 01:00:00,741,899,1480,2056
2020-11-24 03:00:00,677,816,1562,2181
2020-11-24 05:00:00,627,801,1623,2223
2020-11-24 07:00:00,665,707,1263,1330
2020-11-24 09:00:00,660,590,632,691
2020-11-24 11:00:00,716,557,611,662
2020-11-24 13:00:00,685,649,667,749
2020-11-24 15:00:00,465,511,391,441
2020-11-24 17:00:00,781,621,693,703
2020-11-24 19:00:00,963,875,1063,959
2020-11-24 21:00:00,856,1036,1272,1409
2020-11-24 23:00:00,704,923,1378,1695
2020-11-25 01:00:00,607,753,1479,1929
2020-11-25 03:00:00,556,715,1538,2095
2020-11-25 05:00:00,533,710,1590,2166
2020-11-25 07:00:00,601,635,1091,1725
2020-11-25 09:00:00,810,601,698,768
2020-11-25 11:00:00,887,679,772,890
2020-11-25 13:00:00,719,753,1006,940
2020-11-25 15:00:00,890,734,1063,847
2020-11-25 17:00:00,1405,1126,1134,1259
2020-11-25 19:00:00,1296,1237,1346,1636
2020-11-25 21:00:00,1101,1218,1555,2141
2020-11-25 23:00:00,878,1105,1631,2203
2020-11-26 01:00:00,742,905,1652,2193
2020-11-26 03:00:00,657,829,1634,2061
2020-11-26 05:00:00,629,792,1663,1982
2020-11-26 07:00:00,666,651,1044,1106
2020-11-26 09:00:00,624,533,578,591
2020-11-26 11:00:00,803,631,654,740
2020-11-26 13:00:00,647,741,865,731
2020-11-26 15:00:00,545,583,646,551
2020-11-26 17:00:00,901,740,824,736
2020-11-26 19:00:00,1041,879,977,1119
2020-11-26 21:00:00,979,931,1226,1604
2020-11-26 23:00:00,844,1005,1401,1876
2020-11-27 01:00:00,694,877,1579,2106
2020-11-27 03:00:00,634,816,1690,2270
2020-11-27 05:00:00,582,791,1723,2377
2020-11-27 07:00:00,645,627,994,1195
2020-11-27 09:00:00,762,621,663,707
2020-11-27 11:00:00,795,684,664,760
2020-11-27 13:00:00,599,765,671,761
2020-11-27 15:00:00,706,764,632,685
2020-11-27 17:00:00,925,780,824,926
2020-11-27 19:00:00,957,871,997,1238
2020-11-27 21:00:00,844,905,1241,1757
2020-11-27 23:00:00,729,820,1403,1991
2020-11-28 01:00:00,659,728,1529,2168
2020-11-28 03:00:00,613,687,1662,2256
2020-11-28 05:00:00,575,666,1717,2190
2020-11-28 07:00:00,625,611,1623,1873
2020-11-28 09:00:00,926,795,915,941
2020-11-28 11:00:00,799,900,828,874
2020-11-28 13:00:00,676,630,645,674
2020-11-28 15:00:00,618,566,615,650
2020-11-28 17:00:00,813,801,786,882
2020-11-28 19:00:00,984,896,859,1083
2020-11-28 21:00:00,877,1128,1230,1500
2020-11-28 23:00:00,839,963,1384,1575
2020-11-29 01:00:00,700,871,1522,1698
2020-11-29 03:00:00,641,815,1603,1826
2020-11-29 05:00:00,609,792,1708,1910
2020-11-29 07:00:00,694,768,1557,1563
2020-11-29 09:00:00,1042,636,838,875
2020-11-29 11:00:00,1126,905,974,1066
2020-11-29 13:00:00,849,1047,1124,1115
2020-11-29 15:00:00,1015,1034,1170,1107
2020-11-29 17:00:00,1068,977,1039,1075
2020-11-29 19:00:00,1199,1057,1150,1270
2020-11-29 21:00:00,1091,1084,1463,1651
2020-11-29 23:00:00,899,1084,1618,1896
2020-11-30 01:00:00,726,898,1725,2058
2020-11-30 03:00:00,637,815,1795,2163
2020-11-30 05:00:00,586,780,1843,2235
2020-11-30 07:00:00,701,578,1080,1242
2020-11-30 09:00:00,710,656,688,752
2020-11-30 11:00:00,809,714,737,826
2020-11-30 13:00:00,839,927,825,915
2020-11-30 15:00:00,828,944,811,850
2020-11-30 17:00:00,966,843,832,915
2020-11-30 19:00:00,1048,954,1065,1129
2020-11-30 21:00:00,852,902,1310,1531
2020-11-30 23:00:00,736,848,1469,1811
2020-12-01 01:00:00,599,761,1570,2040
2020-12-01 03:00:00,549,654,1656,2171
2020-12-01 05:00:00,522,628,1722,2245
2020-12-01 07:00:00,657,713,1460,1527
2020-12-01 09:00:00,681,825,830,791
2020-12-01 11:00:00,539,731,600,607
2020-12-01 13:00:00,518,555,475,503
2020-12-01 15:00:00,537,476,490,534
2020-12-01 17:00:00,676,557,614,692
2020-12-01 19:00:00,1008,973,878,1123
2020-12-01 21:00:00,938,1025,1155,1560
2020-12-01 23:00:00,790,989,1380,1801
2020-12-02 01:00:00,682,840,1631,1980
2020-12-02 03:00:00,610,776,1741,2111
2020-12-02 05:00:00,568,738,1832,2173
2020-12-02 07:00:00,634,789,1574,1464
2020-12-02 09:00:00,807,458,628,521
2020-12-02 11:00:00,893,460,754,616
2020-12-02 13:00:00,922,916,1023,1220
2020-12-02 15:00:00,1139,989,1024,1064
2020-12-02 17:00:00,1259,1129,1223,1157
2020-12-02 19:00:00,1260,1155,1231,1399
2020-12-02 21:00:00,1083,1037,1437,1747
2020-12-02 23:00:00,864,1022,1543,1911
2020-12-03 01:00:00,707,805,1663,2065
2020-12-03 03:00:00,643,715,1713,2119
2020-12-03 05:00:00,612,730,1739,2150
2020-12-03 07:00:00,669,682,1059,1154
2020-12-03 09:00:00,564,524,470,539
2020-12-03 11:00:00,591,460,487,521
2020-12-03 13:00:00,528,561,477,528
2020-12-03 15:00:00,590,493,492,530
2020-12-03 17:00:00,790,582,633,634
2020-12-03 19:00:00,966,770,892,913
2020-12-03 21:00:00,863,792,1137,1329
2020-12-03 23:00:00,805,759,1264,1528
2020-12-04 01:00:00,666,705,1400,1728
2020-12-04 03:00:00,617,625,1501,1848
2020-12-04 05:00:00,593,614,1601,1997
2020-12-04 07:00:00,724,732,1379,1195
2020-12-04 09:00:00,758,866,740,825
2020-12-04 11:00:00,696,783,648,739
2020-12-04 13:00:00,622,691,570,654
2020-12-04 15:00:00,680,473,533,585
2020-12-04 17:00:00,866,653,736,677
2020-12-04 19:00:00,993,802,887,819
2020-12-04 21:00:00,862,738,1142,1286
2020-12-04 23:00:00,829,726,1293,1622
2020-12-05 01:00:00,669,724,1310,1733
2020-12-05 03:00:00,602,649,1507,1864
2020-12-05 05:00:00,556,617,1556,1886
2020-12-05 07:00:00,592,622,1657,1274
2020-12-05 09:00:00,798,791,1026,939
2020-12-05 11:00:00,555,786,694,
2020-12-05 13:00:00,567,452,521,592
2020-12-05 15:00:00,610,496,551,590
2020-12-05 17:00:00,788,650,665,784
2020-12-05 19:00:00,803,677,818,748
2020-12-05 21:00:00,859,770,1078,1131
2020-12-05 23:00:00,762,936,1270,1630
2020-12-06 01:00:00,654,857,1379,1795
2020-12-06 03:00:00,594,790,1470,1930
2020-12-06 05:00:00,559,750,1536,1980
2020-12-06 07:00:00,621,819,1532,1804
2020-12-06 09:00:00,916,785,1008,1028
2020-12-06 11:00:00,1063,907,1046,1046
2020-12-06 13:00:00,906,1159,1190,1122
2020-12-06 15:00:00,1097,1008,1189,1081
2020-12-06 17:00:00,1489,1510,1355,1692
2020-12-06 19:00:00,1332,1540,1417,1709
2020-12-06 21:00:00,1182,1234,1617,1995
2020-12-06 23:00:00,871,1184,1722,2218
2020-12-07 01:00:00,676,941,1753,2282
2020-12-07 03:00:00,574,840,1762,2261
2020-12-07 05:00:00,519,778,1770,2318
2020-12-07 07:00:00,634,613,1093,963
2020-12-07 09:00:00,736,635,715,684
2020-12-07 11:00:00,727,588,682,807
2020-12-07 13:00:00,787,778,911,804
2020-12-07 15:00:00,730,792,913,763
2020-12-07 17:00:00,897,765,830,789
2020-12-07 19:00:00,963,913,995,1244
2020-12-07 21:00:00,851,962,1205,1799
2020-12-07 23:00:00,705,949,1389,1992
2020-12-08 01:00:00,626,812,1504,2136
2020-12-08 03:00:00,550,773,1550,2168
2020-12-08 05:00:00,517,737,1590,2213
2020-12-08 07:00:00,584,660,1011,1174
2020-12-08 09:00:00,610,570,600,635
2020-12-08 11:00:00,620,531,579,639
2020-12-08 13:00:00,606,538,595,629
2020-12-08 15:00:00,605,557,481,463
2020-12-08 17:00:00,705,589,743,899
2020-12-08 19:00:00,945,827,900,1098
2020-12-08 21:00:00,902,987,1231,1563
2020-12-08 23:00:00,757,961,1417,1850
2020-12-09 01:00:00,640,834,1536,2060
2020-12-09 03:00:00,563,769,1601,2206
2020-12-09 05:00:00,519,748,1643,2268
2020-12-09 07:00:00,587,826,1504,1462
2020-12-09 09:00:00,788,777,855,937
2020-12-09 11:00:00,725,654,749,799
2020-12-09 13:00:00,820,693,804,940
2020-12-09 15:00:00,815,791,847,961
2020-12-09 17:00:00,921,778,899,1032
2020-12-09 19:00:00,965,824,1036,1220
2020-12-09 21:00:00,840,809,1254,1362
2020-12-09 23:00:00,623,870,1374,1362
2020-12-10 01:00:00,491,723,1422,1362
2020-12-10 03:00:00,443,648,1460,
2020-12-10 05:00:00,428,614,1493,1362
2020-12-10 07:00:00,557,565,839,826
2020-12-10 09:00:00,562,510,538,452
2020-12-10 11:00:00,540,454,506,449
2020-12-10 13:00:00,529,485,541,561
2020-12-10 15:00:00,424,401,419,469
2020-12-10 17:00:00,556,403,510,435
2020-12-10 19:00:00,916,653,862,803
2020-12-10 21:00:00,802,807,1085,1201
2020-12-10 23:00:00,614,911,1179,
2020-12-11 01:00:00,514,750,1214,1410
2020-12-11 03:00:00,474,703,1255,1583
2020-12-11 05:00:00,467,682,1348,
2020-12-11 07:00:00,577,531,927,540
2020-12-11 09:00:00,723,565,604,517
2020-12-11 11:00:00,836,687,738,629
2020-12-11 13:00:00,810,843,928,805
2020-12-11 15:00:00,773,670,843,728
2020-12-11 17:00:00,873,788,808,770
2020-12-11 19:00:00,894,754,838,756
2020-12-11 21:00:00,716,907,998,1133
2020-12-11 23:00:00,627,795,1139,1343
2020-12-12 01:00:00,584,705,1202,1462
2020-12-12 03:00:00,555,699,1247,1390
2020-12-12 05:00:00,523,673,1313,1487
2020-12-12 07:00:00,542,711,1431,1516
2020-12-12 09:00:00,714,679,977,761
2020-12-12 11:00:00,741,654,700,717
2020-12-12 13:00:00,572,558,563,586
2020-12-12 15:00:00,617,527,553,561
2020-12-12 17:00:00,749,582,642,608
2020-12-12 19:00:00,945,793,959,666
2020-12-12 21:00:00,893,981,1183,1179
2020-12-12 23:00:00,683,1012,1344,1480
2020-12-13 01:00:00,620,866,1487,1717
2020-12-13 03:00:00,579,817,1573,1900
2020-12-13 05:00:00,573,808,1676,2060
2020-12-13 07:00:00,625,796,1754,1729
2020-12-13 09:00:00,627,428,622,560
2020-12-13 11:00:00,540,481,482,521
2020-12-13 13:00:00,500,449,444,461
2020-12-13 15:00:00,494,432,425,453
2020-12-13 17:00:00,718,495,555,550
2020-12-13 19:00:00,877,650,772,928
2020-12-13 21:00:00,784,838,1086,1394
2020-12-13 23:00:00,639,941,1329,1699
2020-12-14 01:00:00,599,794,1479,1876
2020-12-14 03:00:00,560,749,1560,1999
2020-12-14 05:00:00,520,718,1626,2096
2020-12-14 07:00:00,624,542,896,1234
2020-12-14 09:00:00,719,597,613,626
2020-12-14 11:00:00,754,583,618,649
2020-12-14 13:00:00,792,770,726,754
2020-12-14 15:00:00,600,611,577,800
2020-12-14 17:00:00,814,635,698,687
2020-12-14 19:00:00,1079,896,992,982
2020-12-14 21:00:00,877,1141,1222,1574
2020-12-14 23:00:00,730,1034,1396,1820
2020-12-15 01:00:00,655,902,1493,1983
2020-12-15 03:00:00,600,831,1563,2078
2020-12-15 05:00:00,566,831,1627,2068
2020-12-15 07:00:00,636,703,1225,931
2020-12-15 09:00:00,678,605,614,563
2020-12-15 11:00:00,625,571,607,597
2020-12-15 13:00:00,621,609,614,770
2020-12-15 15:00:00,607,588,541,809
2020-12-15 17:00:00,738,575,573,611
2020-12-15 19:00:00,841,580,677,811
2020-12-15 21:00:00,889,923,1018,1427
2020-12-15 23:00:00,797,1008,1281,1739
2020-12-16 01:00:00,751,943,1474,1960
2020-12-16 03:00:00,678,906,1596,2077
2020-12-16 05:00:00,624,909,1673,2171
2020-12-16 07:00:00,650,811,1373,1526
2020-12-16 09:00:00,899,554,697,612
2020-12-16 11:00:00,930,785,803,613
2020-12-16 13:00:00,574,808,639,608
2020-12-16 15:00:00,746,521,541,627
2020-12-16 17:00:00,1131,880,564,1211
2020-12-16 19:00:00,1044,970,678,1182
2020-12-16 21:00:00,852,1137,1021,1182
2020-12-16 23:00:00,733,971,1238,1826
2020-12-17 01:00:00,631,834,1367,1863
2020-12-17 03:00:00,571,790,1449,1959
2020-12-17 05:00:00,531,752,1532,2021
2020-12-17 07:00:00,656,807,1315,1733
2020-12-17 09:00:00,519,614,612,1475
2020-12-17 11:00:00,549,558,492,
2020-12-17 13:00:00,689,653,616,714
2020-12-17 15:00:00,687,692,533,498
2020-12-17 17:00:00,868,648,626,644
2020-12-17 19:00:00,1033,853,851,1081
2020-12-17 21:00:00,918,1050,1109,1563
2020-12-17 23:00:00,757,1044,1298,1791
2020-12-18 01:00:00,675,871,1425,1989
2020-12-18 03:00:00,603,827,1510,2071
2020-12-18 05:00:00,552,835,1589,2162
2020-12-18 07:00:00,654,645,834,1020
2020-12-18 09:00:00,684,529,584,519
2020-12-18 11:00:00,716,565,596,503
2020-12-18 13:00:00,866,850,915,513
2020-12-18 15:00:00,835,826,952,577
2020-12-18 17:00:00,849,736,778,589
2020-12-18 19:00:00,1040,873,1000,695
2020-12-18 21:00:00,913,1082,1258,747
2020-12-18 23:00:00,728,1002,1419,1148
2020-12-19 01:00:00,622,891,1537,1780
2020-12-19 03:00:00,558,851,1602,1922
2020-12-19 05:00:00,518,816,1659,2067
2020-12-19 07:00:00,568,820,1735,2041
2020-12-19 09:00:00,722,810,707,568
2020-12-19 11:00:00,612,,596,609
2020-12-19 13:00:00,667,652,705,806
2020-12-19 15:00:00,650,601,883,1071
2020-12-19 17:00:00,1158,807,895,881
2020-12-19 19:00:00,1296,1156,1089,1240
2020-12-19 21:00:00,979,1237,1327,1743
2020-12-19 23:00:00,863,1208,1522,1923
2020-12-20 01:00:00,785,992,1616,2039
2020-12-20 03:00:00,685,908,1657,2106
2020-12-20 05:00:00,613,884,1711,2173
2020-12-20 07:00:00,689,885,1533,1413
2020-12-20 09:00:00,1052,775,844,717
2020-12-20 11:00:00,1205,981,1045,1133
2020-12-20 13:00:00,1113,1152,1187,1299
2020-12-20 15:00:00,1204,1120,1145,1220
2020-12-20 17:00:00,1372,1245,1172,1263
2020-12-20 19:00:00,1327,1230,1296,1498
2020-12-20 21:00:00,1109,1273,1512,1845
2020-12-20 23:00:00,896,1110,1625,2007
2020-12-21 01:00:00,768,990,1703,2102
2020-12-21 03:00:00,683,938,1736,2101
2020-12-21 05:00:00,631,879,1777,2180
2020-12-21 07:00:00,643,908,1787,1968
2020-12-21 09:00:00,1031,1069,1080,1151
2020-12-21 11:00:00,1109,993,1079,1118
2020-12-21 13:00:00,1074,1062,1275,1198
2020-12-21 15:00:00,1097,1064,1166,1128
2020-12-21 17:00:00,1030,1073,974,1018
2020-12-21 19:00:00,1126,1005,1115,1157
2020-12-21 21:00:00,924,1088,1350,1534
2020-12-21 23:00:00,692,947,1447,1670
2020-12-22 01:00:00,576,812,1491,1776
2020-12-22 03:00:00,551,807,1560,1915
2020-12-22 05:00:00,540,804,1635,2041
2020-12-22 07:00:00,671,874,1464,1824
2020-12-22 09:00:00,791,860,835,897
2020-12-22 11:00:00,636,628,615,637
2020-12-22 13:00:00,564,539,537,532
2020-12-22 15:00:00,509,418,399,384
2020-12-22 17:00:00,748,488,547,495
2020-12-22 19:00:00,786,706,809,863
2020-12-22 21:00:00,877,801,1117,1381
2020-12-22 23:00:00,768,1021,1286,1632
2020-12-23 01:00:00,670,951,1419,1897
2020-12-23 03:00:00,615,913,1515,2044
2020-12-23 05:00:00,584,872,1603,2176
2020-12-23 07:00:00,602,743,1166,1641
2020-12-23 09:00:00,803,594,626,617
2020-12-23 11:00:00,754,621,685,743
2020-12-23 13:00:00,668,654,855,855
2020-12-23 15:00:00,1038,735,911,853
2020-12-23 17:00:00,1476,1204,1110,1236
2020-12-23 19:00:00,1517,1325,1346,1509
2020-12-23 21:00:00,1386,1469,1550,1705
2020-12-23 23:00:00,1127,1441,1699,2013
2020-12-24 01:00:00,977,1190,1768,2204
2020-12-24 03:00:00,846,1071,1796,2333
2020-12-24 05:00:00,711,1101,1822,2429
2020-12-24 07:00:00,728,914,1263,2063
2020-12-24 09:00:00,1015,760,804,949
2020-12-24 11:00:00,1211,981,963,1034
2020-12-24 13:00:00,1068,1026,1080,1137
2020-12-24 15:00:00,772,834,1058,878
2020-12-24 17:00:00,955,882,816,767
2020-12-24 19:00:00,1134,879,948,726
2020-12-24 21:00:00,1139,1043,1245,1097
2020-12-24 23:00:00,868,1206,1362,1529
2020-12-25 01:00:00,717,989,1511,1754
2020-12-25 03:00:00,666,839,1639,1891
2020-12-25 05:00:00,601,804,1711,1989
2020-12-25 07:00:00,614,706,1523,1690
2020-12-25 09:00:00,725,585,574,487
2020-12-25 11:00:00,805,757,764,634
2020-12-25 13:00:00,609,556,544,602
2020-12-25 15:00:00,525,450,440,536
2020-12-25 17:00:00,901,578,642,521
2020-12-25 19:00:00,973,733,795,827
2020-12-25 21:00:00,780,726,973,1089
2020-12-25 23:00:00,623,654,1047,1288
2020-12-26 01:00:00,563,577,1103,1331
2020-12-26 03:00:00,537,544,1118,1535
2020-12-26 05:00:00,532,549,1153,1613
2020-12-26 07:00:00,632,589,873,1058
2020-12-26 09:00:00,911,694,648,479
2020-12-26 11:00:00,774,695,685,689
2020-12-26 13:00:00,593,523,522,534
2020-12-26 15:00:00,508,446,431,428
2020-12-26 17:00:00,726,529,573,512
2020-12-26 19:00:00,998,831,893,922
2020-12-26 21:00:00,918,973,1069,1263
2020-12-26 23:00:00,714,880,1125,1426
2020-12-27 01:00:00,598,738,1140,1531
2020-12-27 03:00:00,549,682,1137,1579
2020-12-27 05:00:00,515,676,1109,1584
2020-12-27 07:00:00,574,630,965,1414
2020-12-27 09:00:00,819,610,659,650
2020-12-27 11:00:00,770,602,674,543
2020-12-27 13:00:00,836,777,828,758
2020-12-27 15:00:00,1059,837,967,889
2020-12-27 17:00:00,1133,971,1036,925
2020-12-27 19:00:00,1099,981,971,1095
2020-12-27 21:00:00,934,1000,1015,1425
2020-12-27 23:00:00,831,920,1129,1594
2020-12-28 01:00:00,754,828,1229,1729
2020-12-28 03:00:00,662,763,1211,1674
2020-12-28 05:00:00,612,725,1252,1661
2020-12-28 07:00:00,670,778,1306,1436
2020-12-28 09:00:00,1020,825,926,932
2020-12-28 11:00:00,1074,870,983,950
2020-12-28 13:00:00,954,870,1032,1108
2020-12-28 15:00:00,895,874,910,926
2020-12-28 17:00:00,853,804,740,809
2020-12-28 19:00:00,881,697,818,953
2020-12-28 21:00:00,767,752,944,1196
2020-12-28 23:00:00,673,781,1040,1322
2020-12-29 01:00:00,653,689,1104,1478
2020-12-29 03:00:00,648,695,1194,1626
2020-12-29 05:00:00,616,724,1287,1819
2020-12-29 07:00:00,626,747,1030,1338
2020-12-29 09:00:00,783,581,554,554
2020-12-29 11:00:00,762,700,800,765
2020-12-29 13:00:00,533,566,888,818
2020-12-29 15:00:00,783,638,847,752
2020-12-29 17:00:00,785,683,715,756
2020-12-29 19:00:00,888,760,826,873
2020-12-29 21:00:00,790,956,1043,719
2020-12-29 23:00:00,680,872,1129,608
2020-12-30 01:00:00,610,763,1205,527
2020-12-30 03:00:00,553,720,1240,471
2020-12-30 05:00:00,519,672,1278,436
2020-12-30 07:00:00,516,625,1017,405
2020-12-30 09:00:00,687,478,507,442
2020-12-30 11:00:00,831,635,636,637
2020-12-30 13:00:00,820,674,836,711
2020-12-30 15:00:00,735,632,850,670
2020-12-30 17:00:00,939,777,837,853
2020-12-30 19:00:00,1057,940,987,1026
2020-12-30 21:00:00,841,1078,1158,1401
2020-12-30 23:00:00,689,916,1235,1602
2020-12-31 01:00:00,607,881,1248,1729
2020-12-31 03:00:00,557,742,1219,1710
2020-12-31 05:00:00,532,708,1139,1592
2020-12-31 07:00:00,531,708,1114,1360
2020-12-31 09:00:00,625,440,635,682
2020-12-31 11:00:00,746,417,593,594
2020-12-31 13:00:00,702,586,625,666
2020-12-31 15:00:00,749,657,654,660
2020-12-31 17:00:00,798,583,593,577
2020-12-31 19:00:00,1039,750,756,797
2020-12-31 21:00:00,933,819,1017,1266
2020-12-31 23:00:00,754,893,1075,1531
2021-01-01 01:00:00,647,903,1121,1533
2021-01-01 03:00:00,653,819,1238,1532
2021-01-01 05:00:00,599,,1297,1765
2021-01-01 07:00:00,616,812,1253,1660
2021-01-01 09:00:00,720,656,544,558
2021-01-01 11:00:00,1019,735,751,576
2021-01-01 13:00:00,873,898,1011,768
2021-01-01 15:00:00,932,957,897,1029
2021-01-01 17:00:00,1128,942,1011,1080
2021-01-01 19:00:00,1230,1051,1119,1146
2021-01-01 21:00:00,978,1034,1295,1485
2021-01-01 23:00:00,740,938,1369,1726
2021-01-02 01:00:00,620,769,1416,1878
2021-01-02 03:00:00,559,705,1459,1964
2021-01-02 05:00:00,520,662,1444,2011
2021-01-02 07:00:00,553,729,1425,1704
2021-01-02 09:00:00,858,609,685,668
2021-01-02 11:00:00,1176,649,992,694
2021-01-02 13:00:00,1046,962,1135,993
2021-01-02 15:00:00,1143,968,1121,1103
2021-01-02 17:00:00,924,906,839,883
2021-01-02 19:00:00,1084,952,974,990
2021-01-02 21:00:00,908,957,1227,1500
2021-01-02 23:00:00,709,873,1354,1767
2021-01-03 01:00:00,603,757,1423,1942
2021-01-03 03:00:00,553,694,1488,2053
2021-01-03 05:00:00,535,659,1536,2102
2021-01-03 07:00:00,570,700,1326,1604
2021-01-03 09:00:00,918,596,666,554
2021-01-03 11:00:00,1232,782,970,921
2021-01-03 13:00:00,928,994,1147,990
2021-01-03 15:00:00,709,731,815,730
2021-01-03 17:00:00,674,567,569,586
2021-01-03 19:00:00,956,693,796,780
2021-01-03 21:00:00,793,906,1123,1252
