"Time","Cuisine","Extérieur Cuisine","2ème étage","Chambre 3","Buanderie","Extérieur Cuisine2","Extérieur Station météo","Salon","Extérieur Buanderie","2ème étage 2","Chambre 3 2","Chambre 2","Chambre 1","Chambre 2"
2020-01-30 13:00:00,23,9.4,19,21,17,7.1,7.7,22,8.9,20,20,21,21,21
2020-01-31 01:00:00,22,10,19,21,17,8.2,11,22,9.8,20,20,21,20,21
2020-01-31 13:00:00,22,12,20,21,19,9.3,12,22,15,20,20,21,21,21
2020-02-01 01:00:00,23,9.7,20,21,18,7.2,7.9,22,9.6,20,20,21,21,21
2020-02-01 13:00:00,22,12,19,20,18,10.0,10,22,11,20,20,20,20,20
2020-02-02 01:00:00,23,11,19,21,18,9.5,9.8,23,11,19,20,22,21,22
2020-02-02 13:00:00,22,12,19,20,18,10,11,23,11,19,20,20,20,20
2020-02-03 01:00:00,22,13,19,20,18,11,12,22,12,19,19,21,20,21
2020-02-03 13:00:00,22,14,19,21,19,11,14,23,15,19,20,21,20,21
2020-02-04 01:00:00,22,13,20,21,19,9.4,11,22,12,20,19,22,21,22
2020-02-04 13:00:00,22,7.6,19,21,17,5.0,6.5,22,7.7,19,20,21,21,21
2020-02-05 01:00:00,23,7.2,19,21,17,4.1,7.4,22,6.5,19,20,21,20,21
2020-02-05 13:00:00,22,9.1,18,20,18,5.5,7.7,22,9.0,18,20,20,20,20
2020-02-06 01:00:00,23,5.7,19,20,16,2.7,3.5,22,5.4,19,19,21,20,21
2020-02-06 13:00:00,22,6.9,17,20,17,3.3,4.8,22,8.6,18,20,20,20,20
2020-02-07 01:00:00,23,6.5,19,20,16,0.50,2.8,22,4.0,19,19,21,20,21
2020-02-07 13:00:00,22,9.2,18,20,18,4.2,7.6,22,10,18,20,21,20,21
2020-02-08 01:00:00,23,4.6,19,20,17,0.72,3.8,22,4.7,19,19,21,20,21
2020-02-08 13:00:00,22,9.1,18,20,18,5.9,9.6,22,13,18,20,20,20,20
2020-02-09 01:00:00,23,6.8,19,20,17,3.6,6.6,22,6.9,20,19,21,20,21
2020-02-09 13:00:00,22,12,19,20,18,10.0,13,22,14,19,20,21,20,21
2020-02-10 01:00:00,,,,20,,13,15,,,,,20,20,20
2020-02-10 13:00:00,22,14,19,20,19,13,14,23,15,19,20,21,20,21
2020-02-11 01:00:00,22,12,20,21,19,9.7,10,23,12,20,20,21,21,21
2020-02-11 13:00:00,22,11,20,21,18,8.2,8.3,23,10,20,20,21,21,21
2020-02-12 01:00:00,23,7.7,19,21,17,4.4,6.9,22,7.2,19,20,21,20,21
2020-02-12 13:00:00,22,9.4,19,20,19,5.2,9.1,23,12,19,20,21,20,21
2020-02-13 01:00:00,23,5.5,19,20,17,2.4,2.1,22,5.2,20,20,21,20,21
2020-02-13 13:00:00,23,9.9,18,20,17,7.7,9.2,22,9.0,19,20,21,20,21
2020-02-14 01:00:00,23,9.4,19,20,17,7.2,8.8,22,9.2,20,20,21,20,21
2020-02-14 13:00:00,22,11,19,20,19,7.7,11,22,13,19,20,21,20,21
2020-02-15 01:00:00,23,6.6,20,20,17,2.9,5.8,22,6.1,20,20,21,20,21
2020-02-15 13:00:00,22,11,18,20,19,7.6,12,23,14,19,20,20,20,20
2020-02-16 01:00:00,23,8.7,20,20,18,6.2,7.5,22,8.7,20,20,21,20,21
2020-02-16 13:00:00,22,14,19,20,20,11,15,23,16,20,20,20,20,20
2020-02-17 01:00:00,22,12,20,21,19,9.2,10,22,12,20,20,21,20,21
2020-02-17 13:00:00,22,11,19,21,18,8.4,9.2,23,11,20,20,21,21,21
2020-02-18 01:00:00,23,8.2,20,21,17,5.2,7.9,22,7.7,20,20,22,21,22
2020-02-18 13:00:00,22,9.2,19,21,18,6.2,9.1,22,11,20,20,21,21,21
2020-02-19 01:00:00,23,7.0,20,21,17,4.3,4.1,22,6.7,20,20,22,21,22
2020-02-19 13:00:00,22,8.3,19,21,17,5.6,5.4,22,8.0,19,20,21,20,21
2020-02-20 01:00:00,23,6.2,20,21,17,2.7,5.7,22,5.6,20,20,22,21,22
2020-02-20 13:00:00,22,9.2,18,20,19,6.5,9.8,22,12,19,20,20,20,20
2020-02-21 01:00:00,23,9.3,20,21,,6.2,9.6,22,9.0,20,20,21,21,21
2020-02-21 13:00:00,22,11,18,20,19,8.1,12,22,14,19,20,20,20,20
2020-02-22 01:00:00,23,6.6,20,20,18,2.9,5.8,22,6.2,20,20,22,21,22
2020-02-22 13:00:00,22,10,19,20,20,7.5,8.5,23,13,19,20,20,20,20
2020-02-23 01:00:00,23,8.1,20,20,18,4.8,9.3,22,7.6,20,20,21,20,21
2020-02-23 13:00:00,22,14,19,20,19,11,15,22,16,19,20,20,20,20
2020-02-24 01:00:00,23,10.0,20,20,18,6.1,11,22,9.4,20,20,21,20,21
2020-02-24 13:00:00,22,14,19,21,19,11,16,23,18,20,20,20,20,20
2020-02-25 01:00:00,23,10,20,21,19,6.8,9.0,22,9.9,20,20,21,20,21
2020-02-25 13:00:00,22,11,19,20,19,9.7,11,22,12,19,20,20,20,20
2020-02-26 01:00:00,23,7.5,20,21,18,5.3,5.5,22,7.4,20,20,22,21,22
2020-02-26 13:00:00,23,7.5,19,20,17,4.8,5.7,22,7.2,19,20,21,20,21
2020-02-27 01:00:00,23,4.8,18,20,16,2.4,2.4,22,4.2,19,20,21,20,21
2020-02-27 13:00:00,23,6.9,18,20,16,4.6,5.7,22,5.7,19,20,21,20,21
2020-02-28 01:00:00,23,4.2,19,20,17,2.0,5.1,22,4.7,19,20,21,20,21
2020-02-28 13:00:00,22,9.8,18,20,18,7.5,11,21,12,19,19,20,20,20
2020-02-29 01:00:00,19,9.0,16,18,17,7.2,8.5,20,9.1,16,18,18,18,18
2020-02-29 13:00:00,18,12,15,17,17,11,12,19,12,15,17,17,17,17
2020-03-01 01:00:00,18,10,15,17,15,8.1,11,19,9.6,15,17,16,17,16
2020-03-01 13:00:00,18,12,15,17,16,9.8,12,19,12,15,16,16,17,16
2020-03-02 01:00:00,17,8.7,14,16,15,7.0,7.3,18,8.3,14,16,16,16,16
2020-03-02 13:00:00,17,7.6,13,16,14,5.6,5.9,17,6.8,14,15,15,16,15
2020-03-03 01:00:00,16,6.7,13,15,13,3.6,7.8,16,5.7,13,15,15,15,15
2020-03-03 13:00:00,16,8.2,13,15,15,6.6,10,17,8.1,13,15,15,15,15
2020-03-04 01:00:00,16,6.3,13,15,14,5.2,11,17,6.0,13,15,14,15,14
2020-03-04 13:00:00,16,9.8,13,15,15,8.0,12,17,9.9,13,14,14,15,14
2020-03-05 01:00:00,15,8.1,13,14,14,7.0,7.5,16,8.3,13,14,14,14,14
2020-03-05 13:00:00,15,9.2,12,14,14,7.7,9.0,16,9.2,13,14,14,14,14
2020-03-06 01:00:00,15,8.6,12,14,14,6.7,9.7,16,8.0,12,14,13,14,13
2020-03-06 13:00:00,15,8.6,12,14,15,6.8,9.9,16,7.8,13,14,13,14,13
2020-03-07 01:00:00,16,4.8,13,15,14,5.2,9.5,16,6.9,12,13,15,15,15
2020-03-07 13:00:00,22,10,18,19,19,7.1,10,21,11,18,19,21,19,21
2020-03-08 01:00:00,23,7.0,20,20,17,3.3,6.8,22,7.0,20,19,23,20,23
2020-03-08 13:00:00,22,12,20,21,19,8.9,14,23,15,20,20,22,21,22
2020-03-09 01:00:00,22,9.5,20,21,18,7.0,8.8,22,9.8,21,20,22,21,22
2020-03-09 13:00:00,23,10,20,21,19,6.7,8.1,23,10,21,21,22,21,22
2020-03-10 01:00:00,23,7.2,20,21,17,4.8,4.6,22,6.9,21,20,22,21,22
2020-03-10 13:00:00,23,9.3,19,21,17,7.2,7.3,22,8.8,20,20,21,20,21
2020-03-11 01:00:00,23,11,20,21,18,7.9,14,22,10,20,20,21,21,21
2020-03-11 13:00:00,22,15,19,21,21,12,17,22,17,19,20,20,20,20
2020-03-12 01:00:00,22,13,21,21,19,9.9,14,22,12,21,20,22,21,22
2020-03-12 13:00:00,22,16,20,21,21,15,19,23,18,21,21,21,21,21
2020-03-13 01:00:00,22,12,20,21,19,9.4,12,23,12,20,20,22,21,22
2020-03-13 13:00:00,22,13,19,21,19,9.8,12,23,13,19,20,20,21,20
2020-03-14 01:00:00,21,8.2,19,20,17,4.7,8.7,22,7.4,19,20,20,20,20
2020-03-14 13:00:00,21,13,18,20,20,9.2,14,23,15,19,20,19,20,19
2020-03-15 01:00:00,21,8.6,19,20,18,5.4,9.8,22,8.5,19,19,20,20,20
2020-03-15 13:00:00,21,14,18,19,20,12,19,23,17,18,19,19,19,19
2020-03-16 01:00:00,22,10,20,20,19,10,17,23,10,20,19,20,20,20
2020-03-16 13:00:00,21,15,19,20,20,12,16,23,17,19,19,19,20,19
2020-03-17 01:00:00,21,11,20,20,19,8.1,13,23,11,20,20,21,20,21
2020-03-17 13:00:00,21,16,20,20,22,14,18,23,19,20,20,20,20,20
2020-03-18 01:00:00,21,12,20,20,19,8.6,13,22,11,20,20,20,20,20
2020-03-18 13:00:00,22,17,20,20,22,15,20,23,20,20,20,20,20,20
2020-03-19 01:00:00,21,12,20,20,20,9.9,14,22,12,20,19,20,20,20
2020-03-19 13:00:00,22,17,20,21,22,15,19,23,20,20,20,20,21,20
2020-03-20 01:00:00,21,13,20,20,20,9.6,14,22,12,20,20,20,20,20
2020-03-20 13:00:00,22,18,20,20,23,15,20,22,20,20,20,20,20,20
2020-03-21 01:00:00,22,13,20,20,20,9.7,13,22,12,20,19,20,20,20
2020-03-21 13:00:00,22,15,20,20,22,14,20,23,19,20,20,20,20,20
2020-03-22 01:00:00,22,10,20,20,19,9.2,11,22,11,20,20,20,20,20
2020-03-22 13:00:00,22,10,19,20,21,8.5,13,23,13,19,20,19,20,19
2020-03-23 01:00:00,21,5.7,18,20,18,6.0,8.1,22,8.1,18,20,19,19,19
2020-03-23 13:00:00,21,9.5,18,19,19,7.8,12,22,11,18,19,19,19,19
2020-03-24 01:00:00,22,5.9,19,20,17,3.4,7.1,22,5.5,19,20,20,19,20
2020-03-24 13:00:00,21,11,18,20,19,6.9,11,22,12,18,19,19,19,19
2020-03-25 01:00:00,22,7.3,19,20,17,3.5,8.3,22,6.2,19,19,20,20,20
2020-03-25 13:00:00,21,10,18,19,18,7.5,12,22,11,18,19,19,19,19
2020-03-26 01:00:00,22,7.4,19,20,17,4.1,8.5,22,6.6,19,19,20,20,20
2020-03-26 13:00:00,21,11,18,19,18,8.6,13,22,11,18,19,19,19,19
2020-03-27 01:00:00,22,8.8,19,20,17,5.7,9.0,22,8.4,19,19,20,19,20
2020-03-27 13:00:00,22,11,19,20,19,8.8,12,23,13,20,20,21,20,21
2020-03-28 01:00:00,23,9.9,20,20,18,6.9,13,23,9.3,20,19,21,20,21
2020-03-28 13:00:00,22,15,19,20,22,13,18,23,18,20,20,20,20,20
2020-03-29 01:00:00,23,12,20,20,20,9.3,11,23,12,21,20,21,20,21
2020-03-29 14:00:00,23,12,19,20,19,7.5,8.6,23,9.4,20,20,20,20,20
2020-03-30 02:00:00,21,7.3,19,20,17,5.2,6.4,22,6.6,19,19,19,20,19
2020-03-30 14:00:00,21,6.0,18,19,17,5.8,7.4,22,7.3,18,19,19,19,19
2020-03-31 02:00:00,23,6.6,19,20,17,4.5,7.8,22,6.5,20,19,22,20,22
2020-03-31 14:00:00,23,11,19,20,20,8.2,13,24,12,20,20,21,20,21
2020-04-01 02:00:00,24,8.5,20,20,18,4.7,9.1,23,7.3,20,19,22,21,22
2020-04-01 14:00:00,23,14,20,21,21,10,16,23,16,21,20,21,21,21
2020-04-02 02:00:00,22,9.2,20,21,18,6.0,10,23,8.6,20,20,21,20,21
2020-04-02 14:00:00,22,13,20,21,22,11,16,23,16,20,21,20,21,20
2020-04-03 02:00:00,23,9.5,20,21,19,6.2,11,23,9.0,20,20,21,21,21
2020-04-03 14:00:00,22,14,20,21,21,11,16,23,16,20,21,20,21,20
2020-04-04 02:00:00,22,11,20,21,19,7.6,11,23,9.9,20,20,21,21,21
2020-04-04 14:00:00,23,15,20,21,23,13,18,24,19,20,20,20,21,20
2020-04-05 02:00:00,22,8.4,20,21,19,8.4,14,22,11,21,20,21,21,21
2020-04-05 14:00:00,22,17,20,21,23,15,21,23,21,20,20,20,21,20
2020-04-06 02:00:00,23,13,21,21,20,9.8,15,23,12,21,20,21,21,21
2020-04-06 14:00:00,22,17,22,21,24,16,20,23,21,21,21,21,21,21
2020-04-07 02:00:00,21,13,21,21,20,9.9,15,22,12,21,20,20,21,20
2020-04-07 14:00:00,23,18,21,21,24,16,22,24,21,21,21,21,21,21
2020-04-08 02:00:00,21,14,21,21,22,11,16,23,14,21,21,20,21,20
2020-04-08 14:00:00,22,19,21,21,25,16,22,24,23,21,21,21,21,21
2020-04-09 02:00:00,21,14,21,21,22,11,16,23,13,21,20,20,21,20
2020-04-09 14:00:00,23,20,22,21,25,17,23,24,23,22,21,21,21,21
2020-04-10 02:00:00,21,14,21,21,21,11,17,23,14,21,21,20,21,20
2020-04-10 14:00:00,22,20,21,21,26,17,23,24,23,21,21,21,21,21
2020-04-11 02:00:00,22,13,21,20,22,12,15,23,13,21,20,21,21,21
2020-04-11 14:00:00,23,20,22,21,25,18,22,25,24,22,21,21,21,21
2020-04-12 02:00:00,22,15,20,21,23,12,17,23,15,20,20,20,21,20
2020-04-12 14:00:00,22,19,21,21,24,17,21,24,20,21,21,21,21,21
2020-04-13 02:00:00,21,15,21,21,21,12,15,22,14,20,20,20,21,20
2020-04-13 14:00:00,21,19,20,20,23,17,21,23,20,20,20,20,21,20
2020-04-14 02:00:00,21,15,21,20,20,12,16,23,14,20,20,20,21,20
2020-04-14 14:00:00,21,17,20,21,23,14,19,24,17,20,21,20,20,20
2020-04-15 02:00:00,20,12,19,20,19,9.0,15,22,11,19,20,19,20,19
2020-04-15 14:00:00,22,18,20,20,22,16,22,24,22,20,20,20,20,20
2020-04-16 02:00:00,21,16,21,20,21,12,18,23,14,21,20,20,20,20
2020-04-16 14:00:00,23,20,21,21,23,18,23,24,22,21,21,21,21,21
2020-04-17 02:00:00,22,15,21,20,21,12,17,23,15,21,20,21,21,21
2020-04-17 14:00:00,22,19,22,21,23,18,22,24,21,21,21,21,21,21
2020-04-18 02:00:00,21,13,22,21,22,13,18,23,15,21,21,21,21,21
2020-04-18 14:00:00,22,21,22,21,26,19,26,25,25,22,21,22,21,22
2020-04-19 02:00:00,21,17,23,22,24,16,17,24,18,23,21,21,22,21
2020-04-19 14:00:00,22,18,22,22,23,17,19,24,19,22,22,21,22,21
2020-04-20 02:00:00,22,18,22,21,22,16,21,24,17,22,21,21,22,21
2020-04-20 14:00:00,22,20,23,22,24,19,23,25,21,22,22,22,22,22
2020-04-21 02:00:00,22,17,22,22,22,16,18,24,17,22,22,22,22,22
2020-04-21 14:00:00,22,18,22,21,23,17,18,24,19,22,21,21,21,21
2020-04-22 02:00:00,21,16,22,21,22,13,18,23,15,21,21,21,21,21
2020-04-22 14:00:00,23,21,22,22,25,19,25,25,24,22,21,22,22,22
2020-04-23 02:00:00,22,17,21,22,23,15,20,24,17,21,21,22,22,22
2020-04-23 14:00:00,23,21,23,22,26,20,25,26,24,22,22,22,22,22
2020-04-24 02:00:00,22,17,23,22,23,14,19,24,16,23,22,22,22,22
2020-04-24 14:00:00,23,21,23,22,27,19,25,25,23,22,22,22,22,22
2020-04-25 02:00:00,22,14,23,22,23,15,20,24,17,22,22,22,22,22
2020-04-25 14:00:00,23,20,23,22,26,19,24,25,22,23,22,22,22,22
2020-04-26 02:00:00,23,17,23,22,23,15,16,25,16,23,22,22,22,22
2020-04-26 14:00:00,23,20,23,23,25,17,21,25,21,23,22,22,23,22
2020-04-27 02:00:00,22,16,22,22,22,13,18,24,15,22,22,22,22,22
2020-04-27 14:00:00,23,19,22,22,24,16,21,25,19,22,22,22,22,22
2020-04-28 02:00:00,22,16,22,22,21,14,15,24,15,22,22,21,22,21
2020-04-28 14:00:00,22,16,21,22,21,13,13,23,13,21,22,21,21,21
2020-04-29 02:00:00,21,14,21,21,20,13,15,22,12,21,21,20,21,20
2020-04-29 14:00:00,22,18,21,21,23,14,19,23,19,21,21,20,21,20
2020-04-30 02:00:00,21,14,21,21,20,12,12,22,14,21,21,20,21,20
2020-04-30 14:00:00,15,13,20,21,19,12,12,22,12,20,20,20,20,20
2020-05-01 02:00:00,20,12,19,20,18,10,10,22,10,19,19,19,19,19
2020-05-01 14:00:00,15,12,18,19,18,11,8.9,22,11,18,19,18,19,18
2020-05-02 02:00:00,14,14,18,19,18,14,15,22,13,18,19,18,19,18
2020-05-02 14:00:00,22,15,19,20,20,14,15,22,14,19,19,19,19,19
2020-05-03 02:00:00,22,15,19,20,20,14,18,22,13,19,19,19,20,19
2020-05-03 14:00:00,22,19,21,21,24,17,22,23,21,21,20,20,20,20
2020-05-04 02:00:00,16,16,21,21,22,14,20,23,15,21,21,20,21,20
2020-05-04 14:00:00,23,22,22,22,26,20,26,25,25,22,21,21,21,21
2020-05-05 02:00:00,22,18,23,22,24,17,21,24,19,23,22,22,22,22
2020-05-05 14:00:00,23,21,24,23,27,19,24,25,22,23,22,22,22,22
2020-05-06 02:00:00,22,17,23,22,24,15,19,24,17,23,22,22,22,22
2020-05-06 14:00:00,23,20,23,23,25,18,23,25,21,23,22,22,23,22
2020-05-07 02:00:00,22,16,21,22,22,14,19,23,16,21,21,22,22,22
2020-05-07 14:00:00,23,22,22,21,26,20,26,24,25,22,21,22,22,22
2020-05-08 02:00:00,22,18,22,22,24,17,22,23,18,22,22,22,22,22
2020-05-08 14:00:00,23,23,23,22,27,21,26,25,25,23,22,22,22,22
2020-05-09 02:00:00,22,19,23,22,24,17,22,24,18,23,22,22,22,22
2020-05-09 14:00:00,23,22,23,22,26,20,26,24,23,23,22,22,22,22
2020-05-10 02:00:00,23,19,23,22,24,17,21,24,18,23,22,22,22,22
2020-05-10 14:00:00,24,21,24,23,25,19,23,25,20,24,23,23,23,23
2020-05-11 02:00:00,22,18,24,23,23,17,20,24,16,23,23,23,23,23
2020-05-11 14:00:00,23,16,23,23,24,15,18,24,16,23,23,23,23,23
2020-05-12 02:00:00,22,4.6,21,22,20,9.8,12,23,9.7,21,22,21,22,21
2020-05-12 14:00:00,22,16,20,21,22,13,17,23,15,20,21,21,21,21
2020-05-13 02:00:00,19,9.7,20,21,20,12,12,22,12,20,20,20,20,20
2020-05-13 14:00:00,21,13,20,20,20,13,15,22,14,20,20,20,20,20
2020-05-14 02:00:00,20,15,20,20,19,13,16,22,14,20,20,19,20,19
2020-05-14 14:00:00,21,15,20,20,21,15,16,22,15,20,20,20,20,20
2020-05-15 02:00:00,17,13,20,20,19,12,13,22,12,20,20,19,20,19
2020-05-15 14:00:00,20,11,19,20,21,14,16,22,15,19,20,19,20,19
2020-05-16 02:00:00,20,16,19,19,20,14,18,21,15,19,19,19,20,19
2020-05-16 14:00:00,22,19,20,20,23,18,21,23,21,20,20,20,20,20
2020-05-17 02:00:00,21,17,21,20,21,15,20,22,16,21,20,20,20,20
2020-05-17 14:00:00,22,21,22,21,24,19,23,24,22,21,21,21,21,21
2020-05-18 02:00:00,21,17,22,21,,14,20,23,16,22,21,21,21,21
2020-05-18 14:00:00,22,22,23,21,27,21,26,24,24,22,21,21,21,21
2020-05-19 02:00:00,22,20,23,22,23,18,22,24,19,22,22,22,22,22
2020-05-19 14:00:00,24,25,24,23,27,23,27,26,25,24,22,22,22,22
2020-05-20 02:00:00,23,21,24,23,25,19,24,25,20,24,23,23,23,23
2020-05-20 14:00:00,21,25,25,24,29,23,27,27,26,25,24,24,23,24
2020-05-21 02:00:00,19,20,25,24,25,19,24,25,20,25,24,24,24,24
2020-05-21 14:00:00,24,25,26,24,30,24,29,27,28,25,24,24,24,24
2020-05-22 02:00:00,23,20,25,24,25,19,23,25,20,25,24,24,24,24
2020-05-22 14:00:00,25,26,26,24,29,24,30,27,29,26,24,24,24,24
2020-05-23 02:00:00,25,21,26,25,27,20,23,26,22,26,25,24,24,24
2020-05-23 14:00:00,23,14,24,24,25,14,14,26,15,23,24,24,24,24
2020-05-24 02:00:00,23,16,23,23,21,12,18,25,13,23,23,22,23,22
2020-05-24 14:00:00,23,20,22,23,25,18,22,26,21,22,22,22,23,22
2020-05-25 02:00:00,23,18,22,22,23,15,20,25,16,22,22,22,22,22
2020-05-25 14:00:00,14,22,24,23,26,21,25,26,23,23,22,23,22,23
2020-05-26 02:00:00,-6.7,18,24,23,24,16,21,25,18,23,23,22,23,22
2020-05-26 14:00:00,9.4,22,24,23,27,21,26,26,24,24,23,23,23,23
2020-05-27 02:00:00,3.1,18,24,23,24,17,22,25,18,23,23,23,23,23
2020-05-27 14:00:00,-8.3,24,24,23,27,22,26,26,26,24,23,23,23,23
2020-05-28 02:00:00,-0.81,19,23,23,25,16,21,25,18,23,23,23,23,23
2020-05-28 14:00:00,-0.77,21,24,23,27,22,27,26,25,24,23,23,23,23
2020-05-29 02:00:00,8.0,19,24,23,25,17,22,25,18,24,23,23,23,23
2020-05-29 14:00:00,16,22,24,23,28,20,25,26,24,24,23,23,23,23
2020-05-30 02:00:00,2.8,18,24,23,25,16,21,24,18,23,23,23,23,23
2020-05-30 14:00:00,14,23,24,23,28,20,26,26,25,24,23,23,23,23
2020-05-31 02:00:00,12,19,24,23,25,17,22,25,19,24,23,23,23,23
2020-05-31 14:00:00,8.7,24,25,24,28,21,27,26,26,25,24,23,23,23
2020-06-01 02:00:00,3.7,21,25,24,25,17,22,25,19,24,24,23,23,23
2020-06-01 14:00:00,1.7,23,25,24,28,21,27,26,26,24,24,24,24,24
2020-06-02 02:00:00,9.1,20,24,24,25,17,23,25,18,24,23,24,24,24
2020-06-02 14:00:00,1.6,25,25,24,29,23,28,27,27,25,24,24,24,24
2020-06-03 02:00:00,-7.0,21,24,24,27,19,23,25,20,24,24,24,24,24
2020-06-03 14:00:00,0.67,22,25,24,27,20,25,27,22,25,24,24,24,24
2020-06-04 02:00:00,4.1,18,25,24,24,17,17,26,17,25,24,24,24,24
2020-06-04 14:00:00,7.9,17,23,24,23,15,15,26,16,23,24,24,24,24
2020-06-05 02:00:00,-5.9,16,22,23,22,14,14,25,14,23,23,22,23,22
2020-06-05 14:00:00,6.7,18,22,23,23,16,17,25,17,22,22,22,22,22
2020-06-06 02:00:00,-12,16,22,22,22,15,15,24,16,22,22,22,22,22
2020-06-06 14:00:00,3.8,20,23,23,26,18,22,25,21,23,23,22,23,22
2020-06-07 02:00:00,1.6,15,23,23,22,13,14,24,14,23,22,22,22,22
2020-06-07 14:00:00,18,18,22,22,23,16,18,24,17,22,22,22,22,22
2020-06-08 02:00:00,1.6,16,22,22,22,15,17,24,16,22,22,21,22,21
2020-06-08 14:00:00,4.0,17,22,22,22,15,18,24,16,22,22,21,22,21
2020-06-09 02:00:00,3.3,14,21,21,20,12,13,23,13,21,21,20,21,20
2020-06-09 14:00:00,7.9,14,21,21,20,12,13,23,14,21,21,20,21,20
2020-06-10 02:00:00,-6.0,15,20,20,20,14,16,23,15,20,20,20,20,20
2020-06-10 14:00:00,-8.0,17,21,21,21,15,16,23,16,21,20,20,21,20
2020-06-11 02:00:00,0.54,16,20,20,20,14,19,23,15,20,20,20,20,20
2020-06-11 14:00:00,-6.0,20,21,21,24,19,23,23,21,21,20,20,20,20
2020-06-12 02:00:00,3.5,19,22,21,23,17,20,23,18,22,21,21,21,21
2020-06-12 14:00:00,2.6,19,22,22,24,18,20,24,20,21,22,21,22,21
2020-06-13 02:00:00,-5.2,17,22,22,23,15,16,24,17,22,21,21,21,21
2020-06-13 14:00:00,-3.9,16,21,21,22,15,15,24,15,21,21,21,21,21
2020-06-14 02:00:00,-2.5,17,21,21,21,15,20,23,16,21,21,20,21,20
2020-06-14 14:00:00,-7.5,19,21,21,23,18,21,23,20,21,21,21,21,21
