time; Tin; Tout; humidity; detected_motions; power; office_CO2_concentration; door; CO2_corridor; acoustic_pressure; label
04/05/2015 12:50;21.381016;20.000000;56.000000;0.000000;32.815237;967.898800;0.000000;1139.868533;0.010000;1.000000
04/05/2015 12:55;21.490000;20.000000;56.000000;1.000000;32.135987;962.730900;0.013060;1118.035233;0.010000;1.000000
04/05/2015 13:00;21.490000;20.000000;56.000000;2.000000;30.419183;951.573333;0.010507;1125.837300;0.010840;1.023333
04/05/2015 13:05;21.490000;20.000000;56.000000;1.000000;27.088330;878.218200;0.000000;1095.425200;0.017200;1.200000
04/05/2015 13:10;21.490000;20.000000;56.000000;2.000000;25.475060;1020.187100;0.000000;1092.974233;0.017200;1.200000
04/05/2015 13:15;21.490000;20.000000;56.000000;3.000000;25.903863;1014.673300;0.000000;1131.024867;0.017200;1.200000
04/05/2015 13:20;21.490000;20.000000;56.000000;2.000000;24.065283;1062.613400;0.000000;1152.279867;0.017200;1.200000
04/05/2015 13:25;21.490000;20.000000;56.074747;1.000000;23.046980;1030.629500;0.000000;1133.254633;0.017200;1.200000
04/05/2015 13:30;21.490000;20.000000;56.149520;1.000000;23.071053;1072.484100;0.000000;1131.343300;0.018769;1.258667
04/05/2015 13:35;21.490000;20.000000;56.224340;1.000000;36.279753;1064.782267;0.013053;1154.333567;0.038600;2.000000
04/05/2015 13:40;21.567683;20.000000;56.368033;1.000000;50.435613;1111.555833;0.024057;1167.372767;0.038600;2.000000
04/05/2015 13:45;21.650000;20.000000;57.000000;0.000000;57.829637;1146.104900;0.000000;1184.017167;0.038600;2.000000
04/05/2015 13:50;21.650000;20.000000;56.925153;0.000000;54.520353;1052.888233;0.000000;1187.009200;0.038600;2.000000
04/05/2015 13:55;21.650000;20.000000;56.174247;2.000000;56.999403;1044.470467;0.000000;1190.068400;0.038600;2.000000
04/05/2015 14:00;21.942359;23.000000;56.853883;2.000000;54.263080;1018.876567;0.418683;1203.152333;0.038875;2.010000
04/05/2015 14:05;22.120000;23.000000;57.358580;1.000000;48.742437;794.712900;1.000000;1193.688100;0.066100;3.000000
04/05/2015 14:10;22.120000;23.000000;57.925210;0.000000;48.858860;756.713600;1.000000;1121.732067;0.066100;3.000000
04/05/2015 14:15;22.120000;23.000000;58.000000;0.000000;48.611117;866.701100;1.000000;1080.218367;0.066100;3.000000
04/05/2015 14:20;22.120000;23.000000;58.149533;0.000000;57.590047;801.866833;0.421753;1072.991333;0.066100;3.000000
04/05/2015 14:25;22.338379;23.000000;58.000000;0.000000;71.474057;847.215633;0.000000;1066.261767;0.066100;3.000000
04/05/2015 14:30;22.430000;23.000000;58.000000;0.000000;65.717623;809.502800;0.000000;1070.000000;0.066100;3.007000
04/05/2015 14:35;22.508473;23.000000;58.000000;1.000000;67.312683;753.972867;0.078237;1059.438533;0.066100;3.700000
04/05/2015 14:40;22.750000;23.000000;57.925223;1.000000;64.833263;767.792967;0.734190;1037.446600;0.066100;3.700000
04/05/2015 14:45;22.750000;23.000000;58.000000;0.000000;53.781927;806.815367;0.044467;1029.569133;0.066100;3.700000
04/05/2015 14:50;22.750000;23.000000;58.000000;2.000000;57.975300;815.468533;0.011967;1021.962500;0.066100;3.700000
04/05/2015 14:55;22.976860;23.000000;58.000000;1.000000;59.094920;806.139367;0.000000;994.586667;0.066100;3.700000
04/05/2015 15:00;23.060000;24.000000;58.000000;0.000000;57.805933;808.277067;0.000000;990.400300;0.056178;3.507333
04/05/2015 15:05;23.060000;24.000000;58.000000;2.000000;54.497517;621.276900;0.000000;963.185467;0.055800;3.500000
04/05/2015 15:10;23.060000;24.000000;58.000000;1.000000;55.842120;568.505067;0.000000;944.801200;0.055800;3.500000
04/05/2015 15:15;23.060000;24.000000;58.000000;0.000000;65.682180;725.183500;0.011593;936.232733;0.055800;3.500000
04/05/2015 15:20;23.042432;24.000000;58.000000;0.000000;65.628760;651.707300;0.000000;919.222833;0.055800;3.500000
04/05/2015 15:25;22.900000;24.000000;58.000000;2.000000;65.570677;662.202267;0.000000;915.687833;0.055800;3.500000
04/05/2015 15:30;22.900000;24.000000;58.000000;1.000000;70.755593;707.001400;0.000000;909.252633;0.037283;2.400000
04/05/2015 15:35;22.900000;24.000000;58.000000;0.000000;71.719537;689.415300;0.000000;894.635967;0.035600;2.300000
04/05/2015 15:40;22.900000;24.000000;58.000000;0.000000;56.706007;731.342467;0.015320;880.000000;0.035600;2.300000
04/05/2015 15:45;23.185778;24.000000;58.000000;1.000000;50.958550;638.855167;0.000000;888.624133;0.035600;2.300000
04/05/2015 15:50;23.220000;24.000000;58.000000;2.000000;49.562073;594.528767;0.000000;895.035033;0.035600;2.300000
04/05/2015 15:55;23.220000;24.000000;57.699647;1.000000;49.692847;596.323367;0.000000;896.729667;0.035600;2.300000
04/05/2015 16:00;23.220000;24.000000;57.000000;1.000000;53.154130;611.439067;0.000000;895.819600;0.022438;1.593333
04/05/2015 16:05;23.003506;24.000000;57.000000;1.000000;50.098177;613.438700;0.024880;914.310800;0.020700;1.500000
04/05/2015 16:10;22.900000;24.000000;57.000000;1.000000;53.622093;685.112000;0.031333;928.329100;0.020700;1.500000
04/05/2015 16:15;22.900000;24.000000;57.000000;1.000000;68.391257;641.977400;0.000000;930.747800;0.020700;1.500000
04/05/2015 16:20;22.900000;24.000000;57.000000;1.000000;68.793243;625.721500;0.000000;915.129700;0.020700;1.500000
04/05/2015 16:25;23.047246;24.000000;57.000000;0.000000;71.835783;695.191600;0.058860;909.688900;0.020700;1.500000
04/05/2015 16:30;23.220000;24.000000;57.000000;2.000000;74.955910;731.028333;0.000000;888.775533;0.029558;2.790000
04/05/2015 16:35;23.220000;24.000000;57.000000;0.000000;70.419917;663.530667;0.000000;872.503900;0.031000;3.000000
04/05/2015 16:40;23.220000;24.000000;57.000000;0.000000;62.305347;572.929933;0.394203;856.718633;0.031000;3.000000
04/05/2015 16:45;23.220000;24.000000;57.000000;0.000000;65.774433;665.583200;1.000000;814.464067;0.031000;3.000000
04/05/2015 16:50;23.301028;24.000000;57.000000;1.000000;68.015273;717.317767;1.000000;833.635767;0.031000;3.000000
04/05/2015 16:55;23.370000;24.000000;57.000000;0.000000;67.674053;622.298233;0.518750;826.711467;0.031000;3.000000
04/05/2015 17:00;23.370000;26.000000;57.000000;0.000000;69.255743;664.257267;0.000000;806.815267;0.046250;3.000000
04/05/2015 17:05;23.486585;26.000000;57.000000;2.000000;65.757127;629.310633;0.000000;776.346467;0.049300;3.000000
04/05/2015 17:10;23.530000;26.000000;57.000000;2.000000;69.150343;693.113267;0.000000;760.357333;0.049300;3.000000
04/05/2015 17:15;23.530000;26.000000;57.000000;0.000000;72.211317;606.728233;0.000000;761.496500;0.049300;3.000000
04/05/2015 17:20;23.530000;26.000000;57.000000;0.000000;69.337393;634.712433;0.000000;744.931000;0.049300;3.000000
04/05/2015 17:25;23.530000;26.000000;57.000000;0.000000;66.797723;654.358900;0.000000;732.063767;0.049300;3.000000
04/05/2015 17:30;23.530000;26.000000;57.000000;1.000000;64.828420;586.729967;0.057040;743.191267;0.022549;1.875333
04/05/2015 17:35;23.530000;26.000000;57.000000;1.000000;58.792283;700.990933;0.878693;763.371167;0.016000;1.600000
04/05/2015 17:40;23.530000;26.000000;57.000000;2.000000;66.973100;698.351967;1.000000;783.371033;0.016000;1.600000
04/05/2015 17:45;23.530000;26.000000;57.000000;1.000000;59.906493;620.744333;0.311463;793.842800;0.016000;1.600000
04/05/2015 17:50;23.530000;26.000000;57.000000;1.000000;58.418048;628.610300;0.000000;803.071233;0.016000;1.600000
04/05/2015 17:55;23.530000;26.000000;57.000000;0.000000;58.643433;648.028133;0.031520;767.000567;0.016000;1.600000
04/05/2015 18:00;23.530000;25.000000;57.000000;1.000000;59.471730;609.280300;0.026690;750.566167;0.029048;1.910667
04/05/2015 18:05;23.542291;25.000000;57.074767;1.000000;50.444767;622.565967;0.000000;762.143467;0.032800;2.000000
04/05/2015 18:10;23.690000;25.000000;57.000000;2.000000;46.596860;532.438433;0.203357;741.679467;0.032800;2.000000
