"Time","Fenêtre Evier"
2020-10-09 10:04:49,0
2020-10-09 10:04:49,0
2020-10-09 14:53:36,0
2020-10-09 14:53:36,0
2020-10-10 08:42:38,1
2020-10-10 08:42:52,0
2020-10-10 08:42:52,0
2020-10-11 10:46:04,0
2020-10-11 10:46:04,0
2020-10-11 10:46:19,0
2020-10-11 15:43:26,0
2020-10-11 15:43:26,0
2020-10-11 15:47:10,0
2020-10-12 10:34:38,1
2020-10-12 10:49:13,0
2020-10-12 10:49:13,0
2020-10-12 19:33:05,1
2020-10-12 19:33:09,0
2020-10-12 19:33:10,0
2020-10-13 11:35:51,1
2020-10-13 12:05:25,0
2020-10-13 12:05:25,0
2020-10-15 10:42:38,1
2020-10-15 10:46:24,0
2020-10-15 10:46:24,0
2020-10-16 11:13:49,0
2020-10-16 11:13:49,0
2020-10-16 12:35:47,0
2020-10-17 13:27:09,1
2020-10-17 13:32:12,0
2020-10-17 13:32:12,0
2020-10-18 11:48:25,1
2020-10-18 12:06:29,0
2020-10-18 12:06:29,0
2020-10-18 15:48:59,1
2020-10-18 15:53:52,0
2020-10-18 15:53:52,0
2020-10-21 12:34:03,1
2020-10-21 13:46:03,0
2020-10-21 13:46:03,0
2020-10-21 18:14:02,1
2020-10-21 19:17:41,0
2020-10-21 19:17:41,0
2020-10-24 10:32:42,1
2020-10-24 11:03:02,0
2020-10-24 18:13:00,1
2020-10-24 18:13:02,0
2020-10-25 08:37:30,1
2020-10-25 08:49:00,0
2020-10-27 09:52:20,0
2020-10-27 09:52:20,0
2020-10-27 12:43:09,0
2020-10-27 15:05:54,0
2020-10-27 15:05:54,0
2020-10-27 17:38:11,0
2020-10-29 20:22:39,1
2020-10-29 20:30:13,0
2020-10-29 20:30:13,0
2020-10-30 09:32:49,1
2020-10-30 10:20:29,0
2020-10-30 10:20:29,0
2020-10-30 13:25:31,0
2020-10-30 13:25:31,0
2020-10-31 11:26:28,1
2020-10-31 11:49:32,0
2020-10-31 11:49:32,0
2020-10-31 13:57:20,0
2020-10-31 13:57:20,0
2020-11-02 14:33:04,1
2020-11-02 16:36:32,0
2020-11-02 16:36:33,0
2020-11-04 09:01:00,1
2020-11-04 09:01:08,0
2020-11-04 09:01:09,0
2020-11-04 19:08:58,1
2020-11-04 19:09:38,0
2020-11-04 19:09:38,0
2020-11-05 09:04:35,0
2020-11-05 09:04:35,0
2020-11-05 12:55:16,0
2020-11-07 11:13:35,1
2020-11-07 12:10:18,0
2020-11-07 12:10:18,0
2020-11-07 14:04:22,0
2020-11-07 14:04:22,0
2020-11-08 12:29:46,1
2020-11-08 12:29:46,1
2020-11-08 13:07:41,0
2020-11-08 13:07:41,0
2020-11-08 15:03:04,0
2020-11-13 09:06:46,0
2020-11-13 09:06:46,0
2020-11-13 11:37:16,0
2020-11-16 11:33:42,1
2020-11-16 11:33:47,0
2020-11-16 11:33:47,0
2020-11-16 17:07:26,1
2020-11-16 17:17:51,0
2020-11-16 17:17:51,0
2020-11-17 13:32:23,0
2020-11-17 13:32:23,0
2020-11-17 15:31:14,0
2020-11-18 13:06:55,1
2020-11-18 14:17:08,0
2020-11-18 14:17:09,0
2020-11-21 20:52:34,1
2020-11-21 20:52:40,0
2020-11-21 20:52:40,0
2020-11-24 13:48:15,0
2020-11-24 13:48:15,0
2020-11-24 13:49:06,0
2020-11-25 14:01:21,1
2020-11-25 14:18:28,0
2020-11-25 14:18:28,0
2020-11-26 14:50:57,1
2020-11-26 15:06:05,0
2020-11-26 15:06:05,0
2020-11-27 12:48:53,1
2020-11-27 12:48:53,1
2020-11-27 13:04:53,0
2020-11-27 13:04:53,0
2020-11-29 12:40:38,1
2020-11-29 12:44:50,0
2020-11-29 12:44:50,0
2020-12-01 15:07:32,1
2020-12-01 15:17:31,0
2020-12-01 15:17:31,0
2020-12-03 09:10:09,1
2020-12-03 09:22:12,0
2020-12-03 09:22:12,0
2020-12-08 13:14:25,1
2020-12-08 13:22:07,0
2020-12-08 13:22:07,0
2020-12-10 12:41:38,1
2020-12-10 12:51:10,0
2020-12-10 12:51:10,0
2020-12-10 15:25:54,1
2020-12-10 16:34:13,0
2020-12-10 16:34:13,0
2020-12-14 15:08:38,1
2020-12-14 15:36:27,0
2020-12-14 15:36:27,0
2020-12-15 12:17:20,1
2020-12-15 12:30:45,0
2020-12-15 12:30:45,0
2020-12-16 14:50:31,0
2020-12-16 14:50:31,0
2020-12-16 14:50:58,0
2020-12-19 15:19:31,1
2020-12-19 15:54:07,0
2020-12-19 15:54:07,0
2020-12-23 13:43:58,0
2020-12-23 13:43:59,0
2020-12-23 15:17:45,0
2020-12-24 15:18:35,1
2020-12-24 15:31:37,0
2020-12-24 15:31:37,0
2020-12-29 11:49:24,1
2020-12-29 12:00:51,0
2020-12-29 12:00:51,0
2020-12-29 13:42:34,0
2020-12-29 13:42:34,0
2020-12-30 16:57:47,1
2020-12-30 16:57:54,0
2020-12-30 16:57:54,0
2021-01-01 09:49:48,1
2021-01-01 10:00:46,0
2021-01-01 10:00:46,0
2021-01-03 14:00:43,1
2021-01-03 14:12:42,0
2021-01-03 14:12:42,0
2021-01-05 14:52:10,1
2021-01-05 15:05:54,0
2021-01-05 15:05:55,0
2021-01-06 14:51:20,1
2021-01-06 14:57:31,0
2021-01-06 14:57:31,0
2021-01-09 20:45:06,1
2021-01-09 20:56:06,0
2021-01-09 20:56:06,0
2021-01-10 14:10:42,0
2021-01-10 14:10:42,0
2021-01-10 16:00:39,0
2021-01-11 13:22:34,1
2021-01-11 13:37:28,0
2021-01-11 13:37:28,0
2021-01-12 10:37:36,1
2021-01-12 10:49:11,0

