"Time","Télévision","Freebox","Homeciné","Robot Aspirateur","FreeBox TV","Kodi","Multimédia","Four","Garage","Plaques cuisson","Lave vaisselle","Lave linge","PZEM Général Puissance"
2020-06-26 14:00:00,0,22,0.80,2.9,0.50,3,12,,0,,,,
2020-06-29 02:00:00,95,25,0.40,3,19,3,12,0,67,905,2140,316,
2020-06-29 14:00:00,94,13,0.40,2.7,21,3.2,12,,0,864,223,,
2020-06-30 02:00:00,90,21,0.40,6.3,20,3,15,,72,0,,,
2020-06-30 14:00:00,86,23,0.40,2.7,18,4.1,15,,39,,61,,
2020-07-01 02:00:00,89,15,0.40,3,17,3,12,,141,0,,0,
2020-07-01 14:00:00,82,19,0.80,2.7,21,3.7,15,0,0,0,55,,
2020-07-02 02:00:00,90,22,0.80,3,20,3,14,,70,,,,
2020-07-02 14:00:00,0,22,0.80,2.7,18,3,14,0,0,861,,,
2020-07-03 02:00:00,94,20,0.40,47,19,2.7,12,,68,0,88,454,
2020-07-03 14:00:00,94,13,0.80,2.9,18,2.7,11,,0,0,25,,
2020-07-04 02:00:00,95,23,0.40,3.2,19,2.7,11,1540,72,,,55,
2020-07-04 14:00:00,96,16,0.40,2.5,27,2.7,12,,10,0,30,,
2020-07-05 02:00:00,95,17,0.80,2.9,20,2.9,12,,68,,,0,
2020-07-05 14:00:00,94,22,0.40,2.7,16,2.9,12,,0,,,,
2020-07-06 02:00:00,94,22,0.40,35,17,2.7,18,,66,1483,25,115,
2020-07-06 14:00:00,94,13,0.80,2.7,18,2.5,12,0,0,0,,62,
2020-07-07 02:00:00,95,21,0.40,2.9,20,2.5,12,,69,,2141,,
2020-07-07 14:00:00,0,14,0.40,2.7,15,2.5,12,0,39,1126,24,,
2020-07-08 02:00:00,95,17,0.40,2.9,20,2.7,12,0,70,,,68,
2020-07-08 14:00:00,0,13,0.80,3,18,2.7,15,,0,0,0,,
2020-07-09 02:00:00,59,23,0.80,3,20,2.7,12,,73,0,,,
2020-07-09 14:00:00,53,14,0.40,6.3,15,2.7,12,0,0,866,25,71,
2020-07-10 02:00:00,95,25,0.40,3,21,2.5,12,,70,854,,,
2020-07-10 14:00:00,94,16,0.40,2.7,13,2.7,12,,0,,0,,
2020-07-11 02:00:00,0,22,0.40,2.9,18,2.5,12,,71,,,,
2020-07-11 14:00:00,0,13,0.80,2.7,0.50,2.5,12,,0,,,,
2020-07-12 02:00:00,0,20,0.40,3.4,0.60,2.5,12,,69,,,,
2020-07-12 14:00:00,0,40,0.80,3,0.60,2.5,12,,0,,,,
2020-07-13 02:00:00,0,20,0.80,3,0.50,2.5,12,,70,,,,
2020-07-13 14:00:00,55,18,0.40,3.4,18,2.5,12,,39,,,82,
2020-07-14 02:00:00,95,27,0.80,2.9,18,2.5,12,,103,,,,
2020-07-14 14:00:00,92,34,0.80,2.7,18,2.5,12,,47,0,25,,
2020-07-15 02:00:00,91,23,0.40,3,20,2.5,12,,70,0,,,
2020-07-15 14:00:00,95,19,0.40,2.7,38,2.7,12,0,0,,,247,
2020-07-16 02:00:00,88,24,0.40,3,18,0,12,,16,,81,,
2020-07-16 14:00:00,2.7,16,0.80,3.4,18,0,13,,0,0,62,,
2020-07-17 02:00:00,48,23,0,8.8,21,0,12,,70,0,,137,
2020-07-17 14:00:00,0,33,0.40,2.9,16,0,12,0,0,,,55,
2020-07-18 02:00:00,95,21,0.80,3,18,0,12,,69,,26,175,
2020-07-18 14:00:00,91,16,0.80,3.4,17,0,12,,0,0,,,
2020-07-19 02:00:00,95,21,0.40,3,21,0,12,,75,,,,
2020-07-19 14:00:00,90,15,0.40,2.7,14,0,14,,0,0,61,,
2020-07-20 02:00:00,48,22,0.40,3.7,19,0,12,,71,0,,173,
2020-07-20 14:00:00,95,23,0.40,2.7,18,0,13,,0,0,25,,
2020-07-21 02:00:00,94,22,0.80,3,18,0,13,,62,0,,,
2020-07-21 14:00:00,90,15,0.80,3.2,17,0,13,,39,,,0,
2020-07-22 02:00:00,95,22,0.40,3,18,0,12,,68,0,74,,
2020-07-22 14:00:00,25,23,0.40,3,18,0,12,,0,,26,,
2020-07-23 02:00:00,95,22,0.40,3,20,0,15,2405,68,0,,,
2020-07-23 14:00:00,0,22,0.80,2.7,17,0,12,,49,,62,43,
2020-07-24 02:00:00,90,25,0.40,3,21,3.2,15,,68,0,,44,
2020-07-24 14:00:00,90,43,0.80,7.8,17,3,14,,11,0,160,0,
2020-07-25 02:00:00,0,22,0.80,3.7,18,3,12,,72,,,,
2020-08-01 14:00:00,0,23,0.80,3.2,18,0,12,0,59,0,0,179,
2020-08-02 02:00:00,94,22,0.80,2.9,18,4.9,12,,71,,,0,
2020-08-02 14:00:00,87,21,0.80,2.7,18,1.5,12,,0,0,25,0,
2020-08-03 02:00:00,56,23,0.80,4.8,17,1.2,316,,106,,,58,
2020-08-03 14:00:00,95,21,0.40,2.7,18,0,14,0,0,0,,,
2020-08-04 02:00:00,70,20,0.40,2.9,20,0,12,,107,,31,90,
2020-08-04 14:00:00,94,22,0.40,2.7,18,0,14,,41,0,,,
2020-08-05 02:00:00,95,21,0.80,2.9,21,0,12,,67,,0,,
2020-08-05 14:00:00,0,21,0.40,2.7,18,0,12,,0,,,,
2020-08-06 02:00:00,0,21,0.80,2.9,0.60,0,14,,68,,,,
2020-08-06 14:00:00,0,33,0.80,3,0.60,0,14,,0,,,,
2020-08-07 02:00:00,0,21,0.80,2.7,0.60,0,14,,68,,,,
2020-08-07 14:00:00,0,21,0.80,2.7,0.60,0,14,,0,,,,
2020-08-08 02:00:00,0,21,0.80,2.7,0.50,0,14,,68,,,,
2020-08-08 14:00:00,0,21,0.80,3,0.60,0,12,,0,,,,
2020-08-09 02:00:00,0,39,0.80,3.5,0.50,0,12,,68,,,,
2020-08-09 14:00:00,0,22,0.40,2.9,0.50,0,12,,15,,27,,
2020-08-10 02:00:00,95,24,0.40,2.9,20,0,14,,68,0,70,52,
2020-08-10 14:00:00,95,24,0.40,2.7,21,0,14,0,0,0,194,,
2020-08-11 02:00:00,91,23,0.40,4.9,21,4,10,,68,,,0,
2020-08-11 14:00:00,2.2,22,0.80,2.7,19,4.1,11,,39,864,60,0,
2020-08-12 02:00:00,95,22,0.40,3,21,3.2,12,,338,0,,0,
2020-08-12 14:00:00,94,23,0.40,2.7,17,3,13,,49,0,31,,
2020-08-13 02:00:00,88,21,0.40,4.5,18,2.7,18,,66,860,,182,
2020-08-13 14:00:00,91,14,0.40,2.7,18,3.5,12,,0,0,,,
2020-08-14 02:00:00,96,21,0.40,3.4,18,3.2,12,,66,0,80,0,
2020-08-14 14:00:00,94,22,0.80,3,0.50,3.4,12,0,0,,,,
2020-08-15 02:00:00,95,22,0.40,4,20,3.5,12,,66,907,26,,
2020-08-15 14:00:00,94,15,0.80,2.7,18,3.4,12,,0,0,61,,
2020-08-16 02:00:00,95,22,0.40,3,21,3,12,,76,,,,
2020-08-16 14:00:00,94,23,0.40,2.7,20,3.4,11,0,0,0,,,
2020-08-17 02:00:00,94,22,0.80,5.8,18,3.7,12,,66,0,25,0,
2020-08-17 14:00:00,96,40,0.40,2.7,19,3,11,,0,0,0,,
2020-08-18 02:00:00,0,22,0.80,2.9,18,3.4,11,0,66,0,2138,0,
2020-08-18 14:00:00,89,26,0.80,7.9,18,3.5,11,,40,0,229,,
2020-08-19 02:00:00,51,25,0.40,2.9,0.60,3.2,11,,70,,,,
2020-08-19 14:00:00,95,23,0.80,2.5,18,3,12,,49,,,,
2020-08-20 02:00:00,0,22,0.80,3,18,3,11,,66,,,,
2020-08-20 14:00:00,95,23,0.40,2.7,18,3,11,,10,0,26,0,
2020-08-21 02:00:00,95,22,0.40,9.3,18,3,11,,66,0,75,,
2020-08-21 14:00:00,96,23,0.80,2.7,18,3,11,,0,0,32,,
2020-08-22 02:00:00,95,26,0.40,3,20,3.2,11,,60,,0,41,
2020-08-22 14:00:00,92,17,0.40,2.7,18,4.1,11,0,18,0,63,,139
2020-08-23 02:00:00,95,23,0.80,6.5,17,0,12,,65,0,,,256
2020-08-23 14:00:00,94,17,0.80,2.7,18,0,14,0,0,,62,,142
2020-08-24 02:00:00,90,21,0.40,6.1,19,0,13,0,64,,,54,555
2020-08-24 14:00:00,90,17,0.40,2.7,19,0,12,0,0,,,,152
2020-08-25 02:00:00,61,23,0.40,3.4,21,0,13,1492,64,0,2161,,2610
2020-08-25 14:00:00,93,15,0.40,2.7,18,0,13,,39,0,26,,172
2020-08-26 02:00:00,96,22,0.40,0,20,0,13,,66,,,333,247
2020-08-26 14:00:00,0,15,0.80,2.7,18,0,12,0,15,0,,,141
2020-08-27 02:00:00,91,22,0.40,4,19,0,13,,65,,30,48,1350
2020-08-27 14:00:00,94,17,1.7,2.7,18,0,12,,0,0,,,147
2020-08-28 02:00:00,94,21,0.40,4,21,0,12,,64,1686,24,51,368
2020-08-28 14:00:00,0,15,0.40,0.40,18,0,13,0,0,902,25,,240
2020-08-29 02:00:00,45,25,0.40,2.9,20,0,12,0,65,0,107,,350
2020-08-29 14:00:00,91,17,0.40,8.1,18,0,13,,0,0,,,141
2020-08-30 02:00:00,92,23,0.40,2.9,18,0,13,0,63,,,59,1620
2020-08-30 14:00:00,91,13,0.80,2.7,13,3.2,13,0,49,0,62,,455
2020-08-31 02:00:00,88,22,0.80,9.8,21,3.2,13,,100,,,190,
2020-08-31 14:00:00,0,22,0.40,2.7,18,0.30,20,,48,0,,,
2020-09-01 02:00:00,87,23,0.40,3.2,21,0,20,,69,0,2216,55,
2020-09-01 14:00:00,96,21,0.80,2.7,34,0,13,,50,0,25,,
2020-09-02 02:00:00,94,21,0.40,3.2,21,0,13,,69,0,,45,
2020-09-02 14:00:00,89,22,0.80,5.5,18,2,13,,45,0,28,,147
2020-09-03 02:00:00,97,25,0.40,3.2,20,3,48,,69,362,,,405
2020-09-03 14:00:00,0,24,0.80,2.7,17,3,13,,12,2754,63,,145
2020-09-04 02:00:00,94,22,0.40,3.4,21,3,13,0,74,358,,171,405
2020-09-04 14:00:00,95,20,0.50,2.7,20,3.2,13,,11,,,,151
2020-09-05 02:00:00,88,24,0.40,3.4,34,11,12,,70,0,0,96,283
2020-09-05 14:00:00,0,23,0.40,3,18,13,12,,49,0,,,206
2020-09-06 02:00:00,91,21,0.40,3,20,0,12,0,70,349,25,,413
2020-09-06 14:00:00,0,22,0.40,2.7,34,0,13,,11,0,26,,869
2020-09-07 02:00:00,91,22,0.40,15,20,0,13,,74,,,,451
2020-09-07 14:00:00,0,23,0.40,2.7,34,0,13,,11,0,,,233
2020-09-08 02:00:00,95,21,0.80,4.5,21,0,13,,69,0,31,,420
2020-09-08 14:00:00,0,22,0.40,2.7,18,0,12,0,50,859,,,291
2020-09-09 02:00:00,94,21,0.40,2.9,18,0,11,,69,0,25,46,2524
2020-09-09 14:00:00,94,21,1.8,2.9,18,0,12,0,10,202,13,,141
2020-09-10 02:00:00,91,21,0.40,7.9,20,0,12,0,69,0,2151,,2488
2020-09-10 14:00:00,0,17,0.40,2.7,16,1,12,,11,0,25,,157
2020-09-11 02:00:00,95,0,0.40,3.4,19,0,4.8,,60,,,,284
2020-09-11 14:00:00,50,0,0.40,2.7,19,0.40,8.1,,10,0,0,,958
2020-09-12 02:00:00,94,0,0.40,3,17,1,11,,69,0,,64,267
2020-09-12 14:00:00,95,0,0.40,2.7,11,0,12,,10,860,61,,146
2020-09-13 02:00:00,91,0,0.80,2.9,18,0,13,,59,906,,,226
2020-09-13 14:00:00,95,0,0,2.7,16,0,11,0,10,0,,,248
2020-09-14 02:00:00,90,0,0.40,6.3,20,0,13,,69,,0,,316
2020-09-14 14:00:00,94,0,0.40,2.7,17,0,13,,10,0,,239,1580
2020-09-15 02:00:00,94,0,0.80,3.4,19,0,13,,69,0,2152,,2530
2020-09-15 14:00:00,90,0,0.40,2.7,20,0,13,,11,0,24,,868
2020-09-16 02:00:00,95,0,0.80,3,20,0,11,,69,0,,49,212
2020-09-16 14:00:00,94,0,0.80,2.7,18,0,11,,11,232,2198,,157
2020-09-17 02:00:00,91,0,0.40,3,20,0,11,,69,0,,123,348
2020-09-17 14:00:00,94,0,0.80,2.7,20,0,11,,0,0,0,,146
2020-09-18 02:00:00,95,0,0.40,4.6,17,0,11,0,816,0,,,172
2020-09-18 14:00:00,94,0,0.80,2.7,20,0,11,,11,,,,185
2020-09-19 02:00:00,95,0,0.40,2.9,18,0,10,,70,266,2159,231,2438
2020-09-19 14:00:00,94,0,0.40,2.7,13,0,11,,10,,25,,145
2020-09-20 02:00:00,95,0,1.3,0.50,18,0,12,,70,,,,325
2020-09-20 14:00:00,94,0,0.80,2.9,17,2.5,11,0,0,0,166,,146
2020-09-21 02:00:00,91,0,0.80,3,18,0,12,,74,0,,,405
2020-09-21 14:00:00,0,0,0.80,2.7,18,0,13,,10,,,,146
2020-09-22 02:00:00,0,0,0.40,3,34,0,13,0,74,0,0,,215
2020-09-22 14:00:00,92,0,0.40,4.5,19,0,14,,10,857,,,252
2020-09-23 02:00:00,41,0,0.40,3,20,0,14,,73,,,60,306
2020-09-23 14:00:00,94,0,0.40,3,14,0,13,,10,0,29,,149
2020-09-24 02:00:00,95,0,0.80,3,20,0,14,,69,0,,345,326
2020-09-24 14:00:00,95,0,0.80,2.7,16,0,13,,11,904,61,,239
2020-09-25 02:00:00,95,0,0.40,9.3,20,0,14,,69,0,,,266
2020-09-25 14:00:00,95,0,0.80,2.7,10,0,14,,10,,,,150
2020-09-26 02:00:00,92,0,0.40,3,19,0,14,,69,0,30,,525
2020-09-26 14:00:00,94,0,0.40,2.7,30,0,13,,10,0,24,,147
2020-09-27 02:00:00,92,0,0.40,4.9,19,0,12,0,68,0,60,326,403
2020-09-27 14:00:00,95,0,0.40,2.7,17,0,12,,10,0,0,,175
2020-09-28 02:00:00,0,0,0.40,2.9,16,0,17,,68,0,,,218
2020-09-28 14:00:00,0,0,0.80,2.7,0.60,0,13,0,10,0,25,,143
2020-09-29 02:00:00,95,0,1.2,3.4,19,0,13,,72,0,,,363
2020-09-29 14:00:00,92,0,0.40,2.7,18,0,16,,10,861,228,,147
2020-09-30 02:00:00,95,0,0.80,2.9,20,0,14,,68,,,,295
2020-09-30 14:00:00,94,0,0.80,2.7,0.60,0,14,0,45,0,,,133
2020-10-01 02:00:00,86,0,0.40,6.5,20,0,13,,72,0,2138,365,3788
2020-10-01 14:00:00,94,0,0.80,3,20,0,14,0,10,0,25,,148
2020-10-02 02:00:00,86,0,0.80,7.9,20,0,13,0,68,0,75,12,392
2020-10-02 14:00:00,92,0,0.80,2.7,18,0,14,0,10,0,2184,,249
2020-10-03 02:00:00,92,0,0.40,7.9,20,0,13,,133,0,67,,419
2020-10-03 14:00:00,96,0,0.40,4.5,17,0,13,0,11,204,63,,969
2020-10-04 02:00:00,95,0,0.40,3,17,0,13,,453,0,,,193
2020-10-04 14:00:00,94,0,0.40,4.1,9.6,0,14,,10,793,30,,237
2020-10-05 02:00:00,95,0,0.40,3.5,19,0,12,0,68,0,25,,537
2020-10-05 14:00:00,0,0,0.80,2.7,16,0,18,,11,2744,60,,174
2020-10-06 02:00:00,91,0,1.1,3,20,0,13,,111,0,60,81,450
2020-10-06 14:00:00,92,0,0.80,2.7,17,0,12,,10,0,,,164
2020-10-07 02:00:00,94,0,0.40,2.9,20,0,12,,68,,26,,319
2020-10-07 14:00:00,96,0,0.40,3.5,17,0,13,,11,2738,,,231
2020-10-08 02:00:00,92,0,0.40,3,20,0,13,,68,0,,,606
2020-10-08 14:00:00,0,0,0.40,2.9,14,0,13,,10,0,0,,236
2020-10-09 02:00:00,92,0,0.40,5.8,18,0,13,,68,0,,39,308
2020-10-09 14:00:00,95,0,0.80,2.7,18,0,13,,11,0,,,250
2020-10-10 02:00:00,95,0,0.40,18,20,0,13,1592,176,0,0,,2999
2020-10-10 14:00:00,93,0,0.80,2.7,23,0.80,13,0,10,,,,245
2020-10-11 02:00:00,92,0,0.40,3.7,19,0,12,0,68,,30,0,2253
2020-10-11 14:00:00,0,0,0.40,2.7,18,0,14,0,10,0,21,,148
2020-10-12 02:00:00,92,0,0.40,2.7,20,0,13,,72,0,,224,303
2020-10-12 14:00:00,86,0,0.80,2.9,21,0,14,,0,0,,,160
2020-10-13 02:00:00,92,0,0.40,4.9,20,0,13,,68,0,2175,191,2502
2020-10-13 14:00:00,92,82,0.80,2.7,17,0,13,,11,593,229,,171
2020-10-14 02:00:00,91,0,0.80,3,19,0,14,,73,,,,237
2020-10-14 14:00:00,94,0,0.80,2.7,20,0,13,,0,843,31,,286
2020-10-15 02:00:00,94,0,0.40,3,21,0,13,,69,0,,,231
2020-10-15 14:00:00,94,0,0.80,2.7,21,0,14,0,0,901,,,177
2020-10-16 02:00:00,92,0,1.6,4.4,19,0,13,,74,0,217,0,415
2020-10-16 14:00:00,94,0,0.80,2.7,21,0,13,,0,0,,,250
2020-10-17 02:00:00,92,0,0.40,5.3,20,0,14,1564,69,1135,30,,343
2020-10-17 14:00:00,95,0,0.50,2.7,18,0,14,,0,0,14,,206
2020-10-18 02:00:00,95,0,0.40,9.3,19,0,17,,70,0,,65,220
2020-10-18 14:00:00,95,0,0.40,2.7,20,0.80,13,,96,857,0,0,160
2020-10-19 02:00:00,0,0,0.80,2.9,18,0,13,,148,,,,374
2020-10-19 14:00:00,94,0,0.40,2.7,18,0,13,,88,855,,,181
2020-10-20 02:00:00,92,0,0.40,3.4,17,3.9,13,,103,0,86,,372
2020-10-20 14:00:00,95,0,0.40,2.7,27,0,13,,11,0,0,,161
2020-10-21 02:00:00,92,0,0.40,0.60,20,0,14,,74,0,122,0,650
2020-10-21 14:00:00,88,0,0.40,2.7,20,0,13,1595,12,790,2148,,255
2020-10-22 02:00:00,95,0,0.40,3,18,0,54,,69,0,,,400
2020-10-22 14:00:00,94,0,0.40,3,15,0,13,,12,0,222,174,165
2020-10-23 02:00:00,95,8.8,1.8,3,21,0,14,0,112,1130,,0,349
2020-10-23 14:00:00,87,0,0.80,2.7,18,0,13,,12,0,59,,149
2020-10-24 02:00:00,93,,0.40,10,15,1.8,13,,69,2733,69,0,461
2020-10-24 14:00:00,89,,0.40,2.7,14,2.2,11,0,12,0,118,,252
2020-10-25 02:00:00,95,17,0.80,11,19,,13,,75,,,,337
2020-10-25 13:00:00,92,0,0.80,2.7,18,,13,,11,0,31,,408
2020-10-26 01:00:00,94,,0.40,3.4,21,,13,,74,0,,,
2020-10-26 13:00:00,94,0,0.40,3,18,0,13,1581,93,0,31,,367
2020-10-27 01:00:00,95,0,0.40,12,21,0,13,,74,0,,229,2950
2020-10-27 13:00:00,94,0,0.40,2.7,18,0,14,,12,0,,,174
2020-10-28 01:00:00,94,0,0.40,4.3,21,0,13,,73,0,2155,0,2582
2020-10-28 13:00:00,93,0.80,0,2.7,17,0,11,0,12,,26,,147
2020-10-29 01:00:00,92,0,0.80,3,19,0,11,,74,0,,,220
2020-10-29 13:00:00,92,0,0.40,2.7,20,0,11,,12,792,31,,150
2020-10-30 01:00:00,97,0,0.40,0,20,0,11,,177,0,,191,398
2020-10-30 13:00:00,94,0,0.80,2.7,18,0,11,,93,0,28,15,149
2020-10-31 01:00:00,94,0,0.40,28,21,0,11,0,77,0,,27,485
2020-10-31 13:00:00,95,0,0.80,3,20,4.8,11,,56,,,211,294
2020-11-01 01:00:00,95,0,0.80,2.9,20,0.80,11,0,99,,59,,516
2020-11-01 13:00:00,94,0,0.80,7.9,17,0.80,11,,119,0,62,,195
2020-11-02 01:00:00,94,0,0.40,13,19,0.80,12,,76,0,,,369
2020-11-02 13:00:00,95,0,0.80,2.7,23,0.80,11,,12,2153,232,,151
2020-11-03 01:00:00,0,0,0.40,13,17,0.80,11,,75,,,,352
2020-11-03 13:00:00,92,0,0.80,3,11,0.80,11,,75,,,,242
2020-11-04 01:00:00,0,0,0.40,4.6,18,0.80,11,,32,0,0,0,1596
2020-11-04 13:00:00,96,0,0.40,3,12,0.80,11,,13,355,25,,147
2020-11-05 01:00:00,94,0,0.40,15,20,0.80,11,,32,0,,,230
2020-11-05 13:00:00,95,0,0.80,2.7,16,0.80,12,0,88,898,62,,245
2020-11-06 01:00:00,62,0,0.40,2.9,16,0.60,13,,74,0,,,222
2020-11-06 13:00:00,92,1.3,0.80,2.7,16,0,12,,95,859,0,,146
2020-11-07 01:00:00,94,1,0.40,3,17,0,12,,72,0,,131,1827
2020-11-07 13:00:00,92,1.6,0.80,3,16,1.8,12,,14,,,0,155
2020-11-08 01:00:00,95,0.80,3.7,36,18,0,14,,72,0,30,16,1260
2020-11-08 13:00:00,94,0.80,0.80,2.7,12,0.80,12,,91,0,0,,194
2020-11-09 01:00:00,0,1,0.80,3,31,0.80,12,,75,0,,,237
2020-11-09 13:00:00,94,1.1,0.40,3,31,0.80,14,0,11,0,,,210
2020-11-10 01:00:00,0,1.1,0.40,6.1,15,0.80,12,,71,,2168,0,2463
2020-11-10 13:00:00,89,0.80,0.40,2.7,16,0.80,12,,48,0,25,,146
2020-11-11 01:00:00,92,1.5,0.40,3,19,0.80,12,,69,0,24,0,241
2020-11-11 13:00:00,90,1.5,0.40,2.7,16,0.80,12,0,11,,,,296
2020-11-12 01:00:00,0,1.1,0.40,3.5,18,0.80,12,,72,,47,,214
2020-11-12 13:00:00,0,1.2,0.40,2.7,18,0.80,12,,11,0,,,205
2020-11-13 01:00:00,95,0.80,0.80,3,21,0.80,12,,74,,2136,0,2487
2020-11-13 13:00:00,94,1.2,0.40,2.7,35,0.80,12,,49,0,221,,939
2020-11-14 01:00:00,92,1.2,0.40,3.2,34,4.4,13,,69,1625,,,338
2020-11-14 13:00:00,92,1,0.40,4.8,15,0,12,0,11,0,214,,190
2020-11-15 01:00:00,87,1.3,0.40,3,18,0,19,0,69,0,,0,382
2020-11-15 13:00:00,95,1,0.80,2.7,18,0,19,0,11,1381,31,,238
2020-11-16 01:00:00,75,0.80,0.40,3,20,0,16,,70,0,,,390
2020-11-16 13:00:00,0,1.2,0.80,4.5,18,0,12,,11,0,30,,247
2020-11-17 01:00:00,0,1,0.40,9.3,0.60,0,12,,77,,,15,1659
2020-11-17 13:00:00,92,1,0.40,2.7,21,0,12,,12,0,229,,270
2020-11-18 01:00:00,93,1.2,0.40,21,20,0,12,,78,0,,0,1682
2020-11-18 13:00:00,95,1,0.40,2.7,21,0,12,0,11,0,32,0,178
2020-11-19 01:00:00,0,0.80,0.40,2.9,17,0,12,,78,0,,,429
2020-11-19 13:00:00,96,1,0.80,4,18,0,12,,11,0,63,,201
2020-11-20 01:00:00,0,0.80,0.80,2.9,17,0,12,,118,,,65,1498
2020-11-20 13:00:00,92,0.80,0.40,3,17,0,12,,15,386,,,190
2020-11-21 01:00:00,91,1,0.80,2.9,19,0,12,,85,0,16,0,322
2020-11-21 13:00:00,92,0.80,0.80,2.7,20,0,12,0,0,,102,,192
2020-11-22 01:00:00,94,1.2,1.5,4.5,20,0,12,,252,0,70,,430
2020-11-22 13:00:00,95,0.80,0.80,2.7,18,0,12,0,94,0,28,,275
2020-11-23 01:00:00,0,0.80,0.40,5.5,17,0,12,,87,0,30,,335
2020-11-23 13:00:00,92,1,0.40,2.7,20,0,12,0,94,0,,,1094
2020-11-24 01:00:00,95,0.80,0.80,3.5,19,0,12,,80,0,60,0,226
2020-11-24 13:00:00,92,0,0.80,2.7,18,0.80,13,,95,0,,,242
2020-11-25 01:00:00,94,0,0.40,2.9,19,0,13,0,256,0,30,,526
2020-11-25 13:00:00,0,0,0.40,2.7,18,0,40,0,94,0,,331,253
2020-11-26 01:00:00,95,0,0.40,30,17,0,13,0,78,0,30,77,252
2020-11-26 13:00:00,94,0,0.40,2.7,20,2.7,13,,94,0,,,879
2020-11-27 01:00:00,94,0,0.40,4.9,20,2.9,12,,89,0,,48,2758
2020-11-27 13:00:00,96,0,0.80,2.7,17,3.4,12,,94,0,42,,172
2020-11-28 01:00:00,94,0,0.50,3,17,3.2,18,,79,,,,324
2020-11-28 13:00:00,94,0,4.9,2.7,20,2.9,12,0,13,0,60,,339
2020-11-29 01:00:00,94,0,0.80,3,20,3.4,12,,81,0,,,460
2020-11-29 13:00:00,92,0,0.40,2.7,18,2.9,12,,88,0,17,,193
2020-11-30 01:00:00,87,4.1,0.40,3,18,3,15,,111,0,,46,306
2020-11-30 13:00:00,0,3.7,0.40,2.7,18,3.4,13,,138,0,,,454
2020-12-01 01:00:00,0,4.1,0.40,2.9,0.60,3,13,,75,,,0,227
2020-12-01 13:00:00,95,4.6,0.80,2.7,18,2.9,15,0,71,,127,,192
2020-12-02 01:00:00,88,3.2,0.40,3.2,21,3,13,,241,0,,73,642
2020-12-02 13:00:00,92,5,0.80,3.2,18,2.7,15,,92,589,221,58,196
2020-12-03 01:00:00,94,4,0.80,2.9,18,2.7,13,,152,0,,44,241
2020-12-03 13:00:00,92,5.4,0.40,2.7,18,2.7,15,0,12,0,,,185
2020-12-04 01:00:00,0,4,0.40,3,18,2.9,14,,112,0,122,,402
2020-12-04 13:00:00,92,5.6,0.80,2.9,17,2.9,13,0,95,0,,,273
2020-12-05 01:00:00,94,4.1,0.40,3.5,21,3,13,,74,,,,301
2020-12-05 13:00:00,92,4.6,0.80,3,20,0.30,13,0,94,,59,,264
2020-12-06 01:00:00,92,4.1,0.80,21,21,0,13,,153,653,,,445
2020-12-06 13:00:00,92,5,0.80,2.7,20,0,13,,92,,59,,265
2020-12-07 01:00:00,0,3.9,0.40,7.9,18,0,16,,74,0,2126,0,2381
2020-12-07 13:00:00,0,4,0.40,2.9,18,0,13,,93,0,61,,185
2020-12-08 01:00:00,92,4.3,0.80,2.9,20,0,13,0,77,,83,59,610
2020-12-08 13:00:00,89,4.8,0.40,2.7,18,0,14,,93,0,95,,173
2020-12-09 01:00:00,37,4,0.40,2.9,21,0,13,,78,0,,,333
2020-12-09 13:00:00,92,4.8,0.40,3,34,0,13,,86,857,20,,266
2020-12-10 01:00:00,94,3.7,0.40,6.5,18,0,13,,79,896,2134,163,2564
2020-12-10 13:00:00,92,4.3,0.40,2.7,18,0,13,0,97,,24,61,263
2020-12-11 01:00:00,95,4.8,0.40,3.4,21,4.6,13,0,74,0,,388,333
2020-12-11 13:00:00,93,5.1,0.40,3,17,1.5,13,0,55,1632,227,,173
2020-12-12 01:00:00,92,4,0.80,3,18,0,13,,152,,,,237
2020-12-12 13:00:00,92,4.8,0.80,2.7,18,0.30,45,,93,359,,61,194
2020-12-13 01:00:00,91,4.4,0.80,2.9,20,0,13,,79,,,,330
2020-12-13 13:00:00,92,4.4,4.3,8.3,18,0,13,,93,854,24,,200
2020-12-14 01:00:00,0,4.6,3,3,17,0,13,,78,0,,,306
2020-12-14 13:00:00,19,4.6,0.80,3.2,18,0,13,,13,0,,,292
2020-12-15 01:00:00,94,4.3,0.40,3,21,0,13,,79,0,0,708,858
2020-12-15 13:00:00,96,4.6,0.40,2.7,17,0,13,,101,363,,,264
2020-12-16 01:00:00,94,4.6,0.80,7.9,18,0,27,0,221,0,0,,525
2020-12-16 13:00:00,97,5,0.40,2.5,18,0,13,,91,,,,212
2020-12-17 01:00:00,0,5.1,0.80,3,17,0,15,,78,0,,,416
2020-12-17 13:00:00,92,3.9,0.40,3,20,0,13,,91,0,218,326,204
2020-12-18 01:00:00,94,4.5,0.40,3,21,0,13,,115,0,68,255,489
2020-12-18 13:00:00,97,4.8,0.40,6.3,21,0,13,0,93,0,61,,182
2020-12-19 01:00:00,86,4.9,0.40,3.2,18,0,13,,157,0,,31,2885
2020-12-19 13:00:00,96,4.6,0.80,2.9,17,0,13,,92,556,25,,275
2020-12-20 01:00:00,95,5,0.40,6,17,0,14,0,74,0,2131,,2442
2020-12-20 13:00:00,95,5,0.40,2.7,18,5.5,13,,92,0,25,0,186
