stringtime,epochtime,datetime,Toffice_wall,Tcorridor,Theater,Toffice_reference,office_CO2_concentration,corridor_CO2_concentration,zetaW7,zetaW9,window_opening,door_opening,power_block_east,power_block_west,power_stephane,power_khadija,power_audrey,power_stagiaire,humidity,Tyanis,occupancy,detected_motions,Tout,humidity_outdoor,nebulosity,illuminance_old,illuminance_new,dT_heat,power_heater,heating_level,total_electric_power,phi_sun,total_power,total_power_nosun,actual_occupation,acoustic_pressure_dB
19/01/2016 16:00:00,1453215600000,2016-01-19 16:00:00,21.533943333333333,17.76,32.01943868888889,19.94929888888889,851.9201361111111,924.5467,0.0,0.0,0.0,0.0,22.0,363.6751702777778,0.0,0.0,0.0,0.0,30.045662222222223,17.76,0,0,4.31,66.0,100.0,30.8409614,15.224277777777779,12.0701398,603.50699,0.2682253288888889,385.6751702777778,33.6166081238118,419.29177840158957,385.6751702777778,0.0,0.0
19/01/2016 17:00:00,1453219200000,2016-01-19 17:00:00,21.593768666666666,17.85764377777778,32.160105027777774,20.08,849.7964444444444,1101.6551555555557,0.0,0.0,0.0,0.0,22.0,363.91984444444444,0.0,0.0,0.0,0.0,30.75784361111111,17.85764377777778,0,0,4.22,67.0,99.0,4.279667266666666,2.671683333333334,12.080105027777776,604.0052513888888,0.2684467783950617,385.91984444444444,5.763708876108332,391.6835533205528,385.91984444444444,0.0,0.0
19/01/2016 18:00:00,1453222800000,2016-01-19 18:00:00,21.35409677777777,18.000641688888887,27.862791544444445,20.020977244444445,792.686675,883.7396861111112,0.0,0.0,0.0,0.0,22.0,364.6781136111111,0.0,0.0,0.0,0.0,30.918986666666665,18.000641688888887,0,0,3.53,71.0,100.0,0.0,0.0,7.841814299999999,392.090715,0.17426254,386.6781136111111,0.0,386.6781136111111,386.6781136111111,0.0,0.0
19/01/2016 19:00:00,1453226400000,2016-01-19 19:00:00,20.99875288888889,18.121927777777778,23.203240213888886,19.478498452777774,698.1447277777778,806.2937333333333,0.0,0.0,0.0,0.0,22.0,358.5717408333333,0.0,0.0,0.0,0.0,30.669752777777777,18.121927777777778,0,0,3.08,80.0,100.0,0.0,0.0,3.7247417611111118,186.2370880555556,0.08277203913580249,380.5717408333333,0.0,380.5717408333333,380.5717408333333,0.0,0.0
19/01/2016 20:00:00,1453230000000,2016-01-19 20:00:00,20.776737666666666,18.117268577777775,23.99430639722222,19.235106475000002,617.4660416666667,720.5164638888889,0.0,0.0,0.0,0.0,22.0,345.0069425,0.0,0.0,0.0,0.0,30.444965833333335,18.117268577777775,0,0,2.59,80.0,100.0,0.0,0.0,4.759199922222219,237.95999611111097,0.10575999827160487,367.0069425,0.0,367.0069425,367.0069425,0.0,0.0
19/01/2016 21:00:00,1453233600000,2016-01-19 21:00:00,20.580618777777783,18.003875777777775,24.84445590277778,19.11831752222222,545.2991277777778,649.5614333333333,0.0,0.0,0.0,0.0,22.0,343.32258333333334,0.0,0.0,0.0,0.0,30.012453055555557,18.003875777777775,0,0,2.22,84.0,99.0,0.0,0.0,5.726138380555561,286.30691902777806,0.12724751956790137,365.32258333333334,0.0,365.32258333333334,365.32258333333334,0.0,0.0
19/01/2016 22:00:00,1453237200000,2016-01-19 22:00:00,20.40872422222222,17.77702706666667,25.1,18.98,494.1680666666667,594.0029861111111,0.0,0.0,0.0,0.0,22.0,342.8076336111111,0.0,0.0,0.0,0.0,30.0,17.77702706666667,0,0,2.25,82.0,92.0,0.0,0.0,6.120000000000001,306.00000000000006,0.13600000000000004,364.8076336111111,0.0,364.8076336111111,364.8076336111111,0.0,0.0
19/01/2016 23:00:00,1453240800000,2016-01-19 23:00:00,20.4,17.76,25.1,18.98,490.0,590.0,0.0,0.0,0.0,0.0,22.0,342.0,0.0,0.0,0.0,0.0,30.0,6.5427248,0,0,1.93,84.0,80.0,0.0,0.0,6.120000000000001,306.00000000000006,0.13600000000000004,364.0,0.0,364.0,364.0,0.0,0.0
20/01/2016 00:00:00,1453244400000,2016-01-20 00:00:00,20.4,17.76,25.1,18.98,490.0,590.0,0.0,0.0,0.0,0.0,22.0,342.0,0.0,0.0,0.0,0.0,30.0,0.0,0,0,1.78,87.0,88.0,0.0,0.0,6.120000000000001,306.00000000000006,0.13600000000000004,364.0,0.0,364.0,364.0,0.0,0.0
20/01/2016 01:00:00,1453248000000,2016-01-20 01:00:00,20.4,17.76,25.1,18.98,490.0,590.0,0.0,0.0,0.0,0.0,22.0,342.0,0.0,0.0,0.0,0.0,30.0,0.0,0,0,1.57,89.0,78.0,0.0,0.0,6.120000000000001,306.00000000000006,0.13600000000000004,364.0,0.0,364.0,364.0,0.0,0.0
